Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;3;2000000000;199604
1;600;10;0;3;2000000000;197650
2;600;10;0;3;2000000000;214979
3;600;10;0;3;2000000000;189083
4;600;10;0;3;2000000000;181233
5;600;10;0;3;2000000000;188966
6;600;10;0;3;2000000000;180647
7;600;10;0;3;2000000000;175279
8;600;10;0;3;2000000000;176501
9;600;10;0;3;2000000000;178362
10;600;10;0;3;2000000000;171689
11;600;10;0;3;2000000000;184521
12;600;10;0;3;2000000000;195040
13;600;10;0;3;2000000000;173948
14;600;10;0;3;2000000000;181673
15;600;10;0;3;2000000000;183119
16;600;10;0;3;2000000000;166961
17;600;10;0;3;2000000000;164313
18;600;10;0;3;2000000000;170335
19;600;10;0;3;2000000000;161755
20;600;10;0;3;2000000000;156707
21;600;10;0;3;2000000000;166531
22;600;10;0;3;2000000000;166891
23;600;10;0;3;2000000000;165033
24;600;10;0;3;2000000000;169488
25;600;10;0;3;2000000000;159102
26;600;10;0;3;2000000000;162976
27;600;10;0;3;2000000000;163561
28;600;10;0;3;2000000000;170896
29;600;10;0;3;2000000000;167573
30;600;10;0;3;2000000000;169604
31;600;10;0;3;2000000000;173857
32;600;10;0;3;2000000000;168000
33;600;10;0;3;2000000000;168334
34;600;10;0;3;2000000000;175194
35;600;10;0;3;2000000000;167538
36;600;10;0;3;2000000000;173151
37;600;10;0;3;2000000000;179919
38;600;10;0;3;2000000000;178580
39;600;10;0;3;2000000000;177326
40;600;10;0;3;2000000000;173602
41;600;10;0;3;2000000000;178447
42;600;10;0;3;2000000000;181670
43;600;10;0;3;2000000000;177266
44;600;10;0;3;2000000000;175814
45;600;10;0;3;2000000000;175632
46;600;10;0;3;2000000000;180733
47;600;10;0;3;2000000000;175580
48;600;10;0;3;2000000000;172662
49;600;10;0;3;2000000000;180257
