Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns)
0;600;10;0;1;4000000000;204860
1;600;10;0;1;4000000000;172791
2;600;10;0;1;4000000000;174235
3;600;10;0;1;4000000000;162453
4;600;10;0;1;4000000000;257203
5;600;10;0;1;4000000000;160914
6;600;10;0;1;4000000000;134782
7;600;10;0;1;4000000000;153795
8;600;10;0;1;4000000000;150914
9;600;10;0;1;4000000000;155261
10;600;10;0;1;4000000000;130396
11;600;10;0;1;4000000000;147627
12;600;10;0;1;4000000000;156940
13;600;10;0;1;4000000000;149997
14;600;10;0;1;4000000000;164587
15;600;10;0;1;4000000000;156616
16;600;10;0;1;4000000000;141870
17;600;10;0;1;4000000000;132918
18;600;10;0;1;4000000000;152233
19;600;10;0;1;4000000000;151951
20;600;10;0;1;4000000000;137330
21;600;10;0;1;4000000000;152412
22;600;10;0;1;4000000000;154969
23;600;10;0;1;4000000000;130560
24;600;10;0;1;4000000000;154010
25;600;10;0;1;4000000000;143391
26;600;10;0;1;4000000000;138051
27;600;10;0;1;4000000000;153394
28;600;10;0;1;4000000000;132130
29;600;10;0;1;4000000000;147716
30;600;10;0;1;4000000000;217137
31;600;10;0;1;4000000000;134820
32;600;10;0;1;4000000000;133909
33;600;10;0;1;4000000000;145451
34;600;10;0;1;4000000000;150776
35;600;10;0;1;4000000000;123823
36;600;10;0;1;4000000000;145962
37;600;10;0;1;4000000000;149708
38;600;10;0;1;4000000000;129157
39;600;10;0;1;4000000000;148602
40;600;10;0;1;4000000000;215585
41;600;10;0;1;4000000000;133756
42;600;10;0;1;4000000000;148722
43;600;10;0;1;4000000000;134241
44;600;10;0;1;4000000000;151533
45;600;10;0;1;4000000000;145195
46;600;10;0;1;4000000000;156375
47;600;10;0;1;4000000000;156572
48;600;10;0;1;4000000000;135716
49;600;10;0;1;4000000000;152917
