Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;10000;10;10;20;1393558;1726192469380261566
1;0;0;10000;10;10;20;843460;1726192469390132886
2;0;0;10000;10;10;20;989884;1726192469400132727
3;0;0;10000;10;10;20;282804;1726192469410184512
4;0;0;10000;10;10;20;206026;1726192469420172367
5;0;0;10000;10;10;20;229043;1726192469430182025
6;0;0;10000;10;10;20;201754;1726192469440132744
7;0;0;10000;10;10;20;200053;1726192469450177015
8;0;0;10000;10;10;20;207767;1726192469460178433
9;0;0;10000;10;10;20;194194;1726192469470178871
10;0;0;10000;10;10;20;209158;1726192469480181046
11;0;0;10000;10;10;20;206761;1726192469490179161
12;0;0;10000;10;10;20;171070;1726192469500112098
13;0;0;10000;10;10;20;1027338;1726192469510122819
14;0;0;10000;10;10;20;188412;1726192469520126388
15;0;0;10000;10;10;20;199514;1726192469530178436
16;0;0;10000;10;10;20;203915;1726192469540110223
17;0;0;10000;10;10;20;239645;1726192469550185811
18;0;0;10000;10;10;20;158432;1726192469560079786
19;0;0;10000;10;10;20;200593;1726192469570186817
20;0;0;10000;10;10;20;202965;1726192469580178961
21;0;0;10000;10;10;20;206288;1726192469590184037
22;0;0;10000;10;10;20;209996;1726192469600179904
23;0;0;10000;10;10;20;294660;1726192469610179582
24;0;0;10000;10;10;20;875257;1726192469620177145
25;0;0;10000;10;10;20;160284;1726192469630192177
26;0;0;10000;10;10;20;203887;1726192469640183053
27;0;0;10000;10;10;20;201617;1726192469650183740
28;0;0;10000;10;10;20;188231;1726192469660182924
29;0;0;10000;10;10;20;256822;1726192469670181841
30;0;0;10000;10;10;20;159937;1726192469680113027
31;0;0;10000;10;10;20;201262;1726192469690187055
32;0;0;10000;10;10;20;204187;1726192469700168671
33;0;0;10000;10;10;20;199145;1726192469710180444
34;0;0;10000;10;10;20;199300;1726192469720182728
35;0;0;10000;10;10;20;235739;1726192469730182379
36;0;0;10000;10;10;20;184048;1726192469740078767
37;0;0;10000;10;10;20;186678;1726192469750139356
38;0;0;10000;10;10;20;198481;1726192469760175066
39;0;0;10000;10;10;20;202059;1726192469770186504
40;0;0;10000;10;10;20;187778;1726192469780180297
41;0;0;10000;10;10;20;254314;1726192469790184037
42;0;0;10000;10;10;20;1044437;1726192469800112052
43;0;0;10000;10;10;20;167483;1726192469810194100
44;0;0;10000;10;10;20;194098;1726192469820185769
45;0;0;10000;10;10;20;183789;1726192469830180909
46;0;0;10000;10;10;20;196661;1726192469840184466
47;0;0;10000;10;10;20;254598;1726192469850181283
48;0;0;10000;10;10;20;1067240;1726192469860156682
49;0;0;10000;10;10;20;164573;1726192469870144502
50;0;0;10000;10;10;20;201934;1726192469880182082
51;0;0;10000;10;10;20;202458;1726192469890180592
52;0;0;10000;10;10;20;202203;1726192469900180850
53;0;0;10000;10;10;20;255135;1726192469910183578
54;0;0;10000;10;10;20;175669;1726192469920113391
55;0;0;10000;10;10;20;190522;1726192469930178357
56;0;0;10000;10;10;20;196170;1726192469940181950
57;0;0;10000;10;10;20;198678;1726192469950181277
58;0;0;10000;10;10;20;200222;1726192469960180781
59;0;0;10000;10;10;20;263362;1726192469970186075
60;0;0;10000;10;10;20;167025;1726192469980113400
61;0;0;10000;10;10;20;191945;1726192469990182139
62;0;0;10000;10;10;20;202152;1726192470000181075
63;0;0;10000;10;10;20;202329;1726192470010182034
64;0;0;10000;10;10;20;192956;1726192470020177835
65;0;0;10000;10;10;20;223962;1726192470030182816
66;0;0;10000;10;10;20;158422;1726192470040112569
67;0;0;10000;10;10;20;194365;1726192470050185836
68;0;0;10000;10;10;20;202796;1726192470060183123
69;0;0;10000;10;10;20;189411;1726192470070183264
70;0;0;10000;10;10;20;204221;1726192470080180322
71;0;0;10000;10;10;20;252324;1726192470090181997
72;0;0;10000;10;10;20;763816;1726192470100110616
73;0;0;10000;10;10;20;212602;1726192470110144333
74;0;0;10000;10;10;20;271465;1726192470120113100
75;0;0;10000;10;10;20;205300;1726192470130175850
