Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;1000;10;9;8;443741;1726188655799609591
1;0;0;1000;10;9;8;355152;1726188655809640991
2;0;0;1000;10;9;8;407989;1726188655819658001
3;0;0;1000;10;9;8;208976;1726188655829572715
4;0;0;1000;10;9;8;205029;1726188655839603962
5;0;0;1000;10;9;8;164696;1726188655849598152
6;0;0;1000;10;9;8;140361;1726188655859536030
7;0;0;1000;10;9;8;157975;1726188655869595176
8;0;0;1000;10;9;8;160114;1726188655879600899
9;0;0;1000;10;9;8;160660;1726188655889596596
10;0;0;1000;10;9;8;178032;1726188655899597252
11;0;0;1000;10;9;8;166094;1726188655909597881
12;0;0;1000;10;9;8;161344;1726188655919595766
13;0;0;1000;10;9;8;179389;1726188655929560424
14;0;0;1000;10;9;8;171865;1726188655939602591
15;0;0;1000;10;9;8;140658;1726188655949597175
16;0;0;1000;10;9;8;228148;1726188655959599123
17;0;0;1000;10;9;8;169004;1726188655969600852
18;0;0;1000;10;9;8;171140;1726188655979598924
19;0;0;1000;10;9;8;157345;1726188655989599243
20;0;0;1000;10;9;8;212298;1726188655999593604
21;0;0;1000;10;9;8;166927;1726188656009599741
22;0;0;1000;10;9;8;168443;1726188656019598606
23;0;0;1000;10;9;8;153599;1726188656029599685
24;0;0;1000;10;9;8;168011;1726188656039597699
25;0;0;1000;10;9;8;159860;1726188656049598734
26;0;0;1000;10;9;8;204397;1726188656059598448
27;0;0;1000;10;9;8;151093;1726188656069597188
28;0;0;1000;10;9;8;167005;1726188656079597610
29;0;0;1000;10;9;8;157371;1726188656089597401
30;0;0;1000;10;9;8;193594;1726188656099600640
31;0;0;1000;10;9;8;157346;1726188656109597318
32;0;0;1000;10;9;8;201750;1726188656119593057
33;0;0;1000;10;9;8;153529;1726188656129598986
34;0;0;1000;10;9;8;168464;1726188656139597494
35;0;0;1000;10;9;8;158245;1726188656149594659
36;0;0;1000;10;9;8;204468;1726188656159597691
37;0;0;1000;10;9;8;163950;1726188656169599245
38;0;0;1000;10;9;8;164076;1726188656179601050
39;0;0;1000;10;9;8;159967;1726188656189601025
40;0;0;1000;10;9;8;179537;1726188656199608261
41;0;0;1000;10;9;8;153336;1726188656209597414
42;0;0;1000;10;9;8;166293;1726188656219598463
43;0;0;1000;10;9;8;155626;1726188656229596529
44;0;0;1000;10;9;8;170745;1726188656239597699
45;0;0;1000;10;9;8;167453;1726188656249604720
46;0;0;1000;10;9;8;181719;1726188656259604986
47;0;0;1000;10;9;8;175167;1726188656269603351
48;0;0;1000;10;9;8;226465;1726188656279605944
49;0;0;1000;10;9;8;166366;1726188656289605608
50;0;0;1000;10;9;8;206066;1726188656299598535
51;0;0;1000;10;9;8;179401;1726188656309603696
52;0;0;1000;10;9;8;188369;1726188656319600408
53;0;0;1000;10;9;8;168305;1726188656329605977
54;0;0;1000;10;9;8;194287;1726188656339604062
55;0;0;1000;10;9;8;159091;1726188656349597058
56;0;0;1000;10;9;8;200871;1726188656359595624
57;0;0;1000;10;9;8;156483;1726188656369592218
58;0;0;1000;10;9;8;163208;1726188656379599214
59;0;0;1000;10;9;8;150289;1726188656389597275
60;0;0;1000;10;9;8;190003;1726188656399602236
61;0;0;1000;10;9;8;158700;1726188656409602037
