Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;100;10;1;100;1716574;1726089067381452389
1;0;0;100;10;1;100;1212688;1726089067389870304
2;0;0;100;10;1;100;1408221;1726089067399904110
3;0;0;100;10;1;100;928154;1726089067409946103
4;0;0;100;10;1;100;1667085;1726089067419875083
5;0;0;100;10;1;100;1586507;1726089067429878302
6;0;0;100;10;1;100;1872770;1726089067439871754
7;0;0;100;10;1;100;1898094;1726089067449880201
8;0;0;100;10;1;100;1758208;1726089067459874097
9;0;0;100;10;1;100;1137324;1726089067469870612
10;0;0;100;10;1;100;1832530;1726089067479871067
11;0;0;100;10;1;100;1191584;1726089067489876407
12;0;0;100;10;1;100;1917693;1726089067499872001
13;0;0;100;10;1;100;1414672;1726089067509835469
14;0;0;100;10;1;100;1615245;1726089067519843285
15;0;0;100;10;1;100;1203957;1726089067529874378
16;0;0;100;10;1;100;1880032;1726089067539873844
17;0;0;100;10;1;100;1942255;1726089067549878404
18;0;0;100;10;1;100;1851789;1726089067559873591
19;0;0;100;10;1;100;1921449;1726089067569878459
20;0;0;100;10;1;100;1792410;1726089067579873560
21;0;0;100;10;1;100;1755981;1726089067589880893
22;0;0;100;10;1;100;1918309;1726089067599878313
23;0;0;100;10;1;100;1991911;1726089067609877410
24;0;0;100;10;1;100;1936187;1726089067619877699
25;0;0;100;10;1;100;1981107;1726089067629880563
26;0;0;100;10;1;100;1901638;1726089067639874308
27;0;0;100;10;1;100;1941500;1726089067649870800
28;0;0;100;10;1;100;1777079;1726089067659875059
29;0;0;100;10;1;100;2014953;1726089067669873322
30;0;0;100;10;1;100;1927776;1726089067679870819
31;0;0;100;10;1;100;1936238;1726089067689873257
32;0;0;100;10;1;100;1989526;1726089067699869448
33;0;0;100;10;1;100;2000741;1726089067709875088
34;0;0;100;10;1;100;1988463;1726089067719875452
35;0;0;100;10;1;100;2026471;1726089067729881470
36;0;0;100;10;1;100;1875141;1726089067739874665
37;0;0;100;10;1;100;1806529;1726089067749885425
38;0;0;100;10;1;100;1994923;1726089067759885273
39;0;0;100;10;1;100;2176279;1726089067769882730
40;0;0;100;10;1;100;2146796;1726089067779885042
41;0;0;100;10;1;100;1969678;1726089067789882254
42;0;0;100;10;1;100;1994918;1726089067799884685
43;0;0;100;10;1;100;1951614;1726089067809881559
44;0;0;100;10;1;100;1961131;1726089067819884313
45;0;0;100;10;1;100;1976451;1726089067829881665
46;0;0;100;10;1;100;1546530;1726089067839829639
47;0;0;100;10;1;100;1812199;1726089067849893008
48;0;0;100;10;1;100;1694960;1726089067859881787
49;0;0;100;10;1;100;2052733;1726089067869873554
50;0;0;100;10;1;100;1858275;1726089067879874560
51;0;0;100;10;1;100;1965537;1726089067889873704
52;0;0;100;10;1;100;1861636;1726089067899877447
