Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;200;10;1;60;1390695;1726089247105427684
1;0;0;200;10;1;60;675697;1726089247115353224
2;0;0;200;10;1;60;1120102;1726089247125421401
3;0;0;200;10;1;60;1082421;1726089247135390155
4;0;0;200;10;1;60;701870;1726089247145403444
5;0;0;200;10;1;60;1059894;1726089247155297826
6;0;0;200;10;1;60;1093827;1726089247165320984
7;0;0;200;10;1;60;1211768;1726089247175317756
8;0;0;200;10;1;60;214663;1726089247185317769
9;0;0;200;10;1;60;215808;1726089247195388087
10;0;0;200;10;1;60;214392;1726089247205385608
11;0;0;200;10;1;60;211513;1726089247215391380
12;0;0;200;10;1;60;210312;1726089247225387582
13;0;0;200;10;1;60;217261;1726089247235320593
14;0;0;200;10;1;60;1104419;1726089247245365343
15;0;0;200;10;1;60;200063;1726089247255389153
16;0;0;200;10;1;60;204885;1726089247265394072
17;0;0;200;10;1;60;200614;1726089247275392097
18;0;0;200;10;1;60;195967;1726089247285312393
19;0;0;200;10;1;60;1062792;1726089247295392239
20;0;0;200;10;1;60;736926;1726089247305388311
21;0;0;200;10;1;60;997342;1726089247315389664
22;0;0;200;10;1;60;1090441;1726089247325386000
23;0;0;200;10;1;60;1128025;1726089247335387025
24;0;0;200;10;1;60;208557;1726089247345389434
25;0;0;200;10;1;60;209876;1726089247355388661
26;0;0;200;10;1;60;215364;1726089247365392180
27;0;0;200;10;1;60;1136262;1726089247375394435
28;0;0;200;10;1;60;206644;1726089247385318349
29;0;0;200;10;1;60;203031;1726089247395390296
30;0;0;200;10;1;60;198225;1726089247405394382
31;0;0;200;10;1;60;208317;1726089247415387999
32;0;0;200;10;1;60;201037;1726089247425390823
33;0;0;200;10;1;60;1247566;1726089247435387810
34;0;0;200;10;1;60;197009;1726089247445391621
35;0;0;200;10;1;60;206090;1726089247455388937
36;0;0;200;10;1;60;208157;1726089247465391875
37;0;0;200;10;1;60;206400;1726089247475389011
38;0;0;200;10;1;60;204996;1726089247485383131
39;0;0;200;10;1;60;1113572;1726089247495390109
40;0;0;200;10;1;60;200534;1726089247505388355
41;0;0;200;10;1;60;209734;1726089247515392488
42;0;0;200;10;1;60;1109423;1726089247525388702
43;0;0;200;10;1;60;208216;1726089247535388113
44;0;0;200;10;1;60;196818;1726089247545389303
45;0;0;200;10;1;60;1048871;1726089247555389704
46;0;0;200;10;1;60;212881;1726089247565386597
47;0;0;200;10;1;60;1191287;1726089247575389861
48;0;0;200;10;1;60;217093;1726089247585389325
49;0;0;200;10;1;60;1309387;1726089247595392936
