Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;800;10;5;9;412330;1726186255943140854
1;0;0;800;10;5;9;330878;1726186255953136983
2;0;0;800;10;5;9;345358;1726186255963152675
3;0;0;800;10;5;9;201799;1726186255973120312
4;0;0;800;10;5;9;163666;1726186255983094572
5;0;0;800;10;5;9;159129;1726186255993096060
6;0;0;800;10;5;9;124543;1726186256003053676
7;0;0;800;10;5;9;162538;1726186256013092195
8;0;0;800;10;5;9;158428;1726186256023091263
9;0;0;800;10;5;9;163274;1726186256033093192
10;0;0;800;10;5;9;157009;1726186256043101744
11;0;0;800;10;5;9;162451;1726186256053094424
12;0;0;800;10;5;9;156198;1726186256063094911
13;0;0;800;10;5;9;168068;1726186256073055901
14;0;0;800;10;5;9;158070;1726186256083096813
15;0;0;800;10;5;9;161939;1726186256093097002
16;0;0;800;10;5;9;156671;1726186256103094062
17;0;0;800;10;5;9;158816;1726186256113093778
18;0;0;800;10;5;9;159047;1726186256123095711
19;0;0;800;10;5;9;158549;1726186256133095595
20;0;0;800;10;5;9;155346;1726186256143056122
21;0;0;800;10;5;9;155890;1726186256153101602
22;0;0;800;10;5;9;156994;1726186256163096338
23;0;0;800;10;5;9;156674;1726186256173097676
24;0;0;800;10;5;9;156025;1726186256183096626
25;0;0;800;10;5;9;157057;1726186256193094293
26;0;0;800;10;5;9;165311;1726186256203098624
27;0;0;800;10;5;9;155670;1726186256213097479
28;0;0;800;10;5;9;163222;1726186256223089492
29;0;0;800;10;5;9;153859;1726186256233097309
30;0;0;800;10;5;9;160828;1726186256243095445
31;0;0;800;10;5;9;182126;1726186256253103565
32;0;0;800;10;5;9;179382;1726186256263106579
33;0;0;800;10;5;9;178682;1726186256273103727
34;0;0;800;10;5;9;176704;1726186256283104689
35;0;0;800;10;5;9;176889;1726186256293104800
36;0;0;800;10;5;9;166396;1726186256303103848
37;0;0;800;10;5;9;178713;1726186256313104179
38;0;0;800;10;5;9;176416;1726186256323100540
39;0;0;800;10;5;9;182671;1726186256333103858
40;0;0;800;10;5;9;178074;1726186256343103651
41;0;0;800;10;5;9;179165;1726186256353103206
42;0;0;800;10;5;9;179091;1726186256363103227
43;0;0;800;10;5;9;179591;1726186256373102122
44;0;0;800;10;5;9;174801;1726186256383104932
45;0;0;800;10;5;9;176678;1726186256393102519
46;0;0;800;10;5;9;197310;1726186256403103833
47;0;0;800;10;5;9;177252;1726186256413110061
48;0;0;800;10;5;9;179492;1726186256423102430
49;0;0;800;10;5;9;164263;1726186256433101896
50;0;0;800;10;5;9;180109;1726186256443105036
51;0;0;800;10;5;9;179103;1726186256453102861
52;0;0;800;10;5;9;178983;1726186256463102215
53;0;0;800;10;5;9;178289;1726186256473103799
54;0;0;800;10;5;9;178084;1726186256483102011
55;0;0;800;10;5;9;177327;1726186256493101292
56;0;0;800;10;5;9;185591;1726186256503102635
57;0;0;800;10;5;9;175675;1726186256513103250
58;0;0;800;10;5;9;180259;1726186256523105242
59;0;0;800;10;5;9;178979;1726186256533103316
