Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;200;10;7;4;397064;1726181066218356080
1;0;0;200;10;7;4;335130;1726181066228354261
2;0;0;200;10;7;4;335982;1726181066238356094
3;0;0;200;10;7;4;176698;1726181066248292523
4;0;0;200;10;7;4;148983;1726181066258312416
5;0;0;200;10;7;4;152207;1726181066268316457
6;0;0;200;10;7;4;130271;1726181066278270620
7;0;0;200;10;7;4;152414;1726181066288311519
8;0;0;200;10;7;4;154306;1726181066298313158
9;0;0;200;10;7;4;151088;1726181066308317536
10;0;0;200;10;7;4;159557;1726181066318314272
11;0;0;200;10;7;4;156108;1726181066328313759
12;0;0;200;10;7;4;151517;1726181066338311264
13;0;0;200;10;7;4;271960;1726181066348276942
14;0;0;200;10;7;4;133523;1726181066358252476
15;0;0;200;10;7;4;155334;1726181066368241735
16;0;0;200;10;7;4;152266;1726181066378311910
17;0;0;200;10;7;4;147746;1726181066388308874
18;0;0;200;10;7;4;152379;1726181066398315141
19;0;0;200;10;7;4;152950;1726181066408315453
20;0;0;200;10;7;4;156933;1726181066418249899
21;0;0;200;10;7;4;156177;1726181066428313076
22;0;0;200;10;7;4;154651;1726181066438316304
23;0;0;200;10;7;4;153586;1726181066448317779
24;0;0;200;10;7;4;153088;1726181066458315457
25;0;0;200;10;7;4;154601;1726181066468310925
26;0;0;200;10;7;4;151762;1726181066478316300
27;0;0;200;10;7;4;150896;1726181066488313227
28;0;0;200;10;7;4;152711;1726181066498313034
29;0;0;200;10;7;4;153377;1726181066508313638
30;0;0;200;10;7;4;155129;1726181066518316356
31;0;0;200;10;7;4;144516;1726181066528315165
32;0;0;200;10;7;4;153204;1726181066538314692
33;0;0;200;10;7;4;159857;1726181066548322719
34;0;0;200;10;7;4;184867;1726181066558320797
35;0;0;200;10;7;4;159405;1726181066568323003
36;0;0;200;10;7;4;151212;1726181066578321715
37;0;0;200;10;7;4;135636;1726181066588320982
