Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;10;10;5;3;368510;1726177129653596000
1;0;0;10;10;5;3;308210;1726177129663614952
2;0;0;10;10;5;3;306573;1726177129673606389
3;0;0;10;10;5;3;190904;1726177129683584842
4;0;0;10;10;5;3;148979;1726177129693558983
5;0;0;10;10;5;3;166904;1726177129703555944
6;0;0;10;10;5;3;158813;1726177129713478440
7;0;0;10;10;5;3;160795;1726177129723559960
8;0;0;10;10;5;3;116479;1726177129733559379
9;0;0;10;10;5;3;164299;1726177129743558375
10;0;0;10;10;5;3;143865;1726177129753555255
11;0;0;10;10;5;3;156618;1726177129763559597
12;0;0;10;10;5;3;152328;1726177129773558884
13;0;0;10;10;5;3;186413;1726177129783498022
14;0;0;10;10;5;3;152925;1726177129793554399
15;0;0;10;10;5;3;171380;1726177129803561399
16;0;0;10;10;5;3;152219;1726177129813553171
17;0;0;10;10;5;3;159943;1726177129823558405
18;0;0;10;10;5;3;146820;1726177129833556090
19;0;0;10;10;5;3;163864;1726177129843559391
20;0;0;10;10;5;3;146826;1726177129853483572
21;0;0;10;10;5;3;164362;1726177129863559384
22;0;0;10;10;5;3;147639;1726177129873557752
23;0;0;10;10;5;3;141791;1726177129883561858
24;0;0;10;10;5;3;151086;1726177129893557749
25;0;0;10;10;5;3;160955;1726177129903558749
26;0;0;10;10;5;3;148001;1726177129913559889
27;0;0;10;10;5;3;153649;1726177129923560523
28;0;0;10;10;5;3;148073;1726177129933559737
29;0;0;10;10;5;3;165944;1726177129943559580
30;0;0;10;10;5;3;147832;1726177129953560212
31;0;0;10;10;5;3;159187;1726177129963563958
32;0;0;10;10;5;3;147685;1726177129973563348
33;0;0;10;10;5;3;161685;1726177129983560744
34;0;0;10;10;5;3;144398;1726177129993559779
35;0;0;10;10;5;3;159466;1726177130003563185
36;0;0;10;10;5;3;148455;1726177130013553809
37;0;0;10;10;5;3;162143;1726177130023561194
38;0;0;10;10;5;3;147620;1726177130033558209
39;0;0;10;10;5;3;156965;1726177130043563162
40;0;0;10;10;5;3;171057;1726177130053566283
41;0;0;10;10;5;3;181364;1726177130063571636
42;0;0;10;10;5;3;169417;1726177130073567166
43;0;0;10;10;5;3;182943;1726177130083566913
44;0;0;10;10;5;3;167519;1726177130093569999
45;0;0;10;10;5;3;168739;1726177130103567417
46;0;0;10;10;5;3;168530;1726177130113581865
47;0;0;10;10;5;3;172198;1726177130123567198
48;0;0;10;10;5;3;169821;1726177130133565600
49;0;0;10;10;5;3;176463;1726177130143569003
50;0;0;10;10;5;3;171234;1726177130153566186
51;0;0;10;10;5;3;170231;1726177130163567648
52;0;0;10;10;5;3;170272;1726177130173568283
53;0;0;10;10;5;3;184961;1726177130183567261
54;0;0;10;10;5;3;166315;1726177130193568683
55;0;0;10;10;5;3;179055;1726177130203567015
56;0;0;10;10;5;3;173251;1726177130213566664
57;0;0;10;10;5;3;174008;1726177130223568692
58;0;0;10;10;5;3;170404;1726177130233566344
59;0;0;10;10;5;3;182993;1726177130243567268
60;0;0;10;10;5;3;163220;1726177130253566881
61;0;0;10;10;5;3;168714;1726177130263568048
62;0;0;10;10;5;3;167098;1726177130273566444
63;0;0;10;10;5;3;180424;1726177130283569741
64;0;0;10;10;5;3;168490;1726177130293568053
65;0;0;10;10;5;3;168633;1726177130303565813
66;0;0;10;10;5;3;170654;1726177130313567166
67;0;0;10;10;5;3;168869;1726177130323566778
68;0;0;10;10;5;3;168790;1726177130333569393
69;0;0;10;10;5;3;173171;1726177130343567300
70;0;0;10;10;5;3;169000;1726177130353567426
71;0;0;10;10;5;3;186645;1726177130363573300
72;0;0;10;10;5;3;172049;1726177130373565723
73;0;0;10;10;5;3;184556;1726177130383567228
74;0;0;10;10;5;3;168058;1726177130393569761
75;0;0;10;10;5;3;183994;1726177130403566072
76;0;0;10;10;5;3;169726;1726177130413568923
77;0;0;10;10;5;3;173487;1726177130423565771
78;0;0;10;10;5;3;170605;1726177130433565430
79;0;0;10;10;5;3;181513;1726177130443568291
80;0;0;10;10;5;3;168428;1726177130453567988
81;0;0;10;10;5;3;167983;1726177130463576237
82;0;0;10;10;5;3;167268;1726177130473567273
83;0;0;10;10;5;3;207685;1726177130483565933
84;0;0;10;10;5;3;168861;1726177130493568377
85;0;0;10;10;5;3;180469;1726177130503567638
86;0;0;10;10;5;3;171330;1726177130513567093
87;0;0;10;10;5;3;178893;1726177130523569154
88;0;0;10;10;5;3;171708;1726177130533566860
89;0;0;10;10;5;3;178823;1726177130543569274
90;0;0;10;10;5;3;171201;1726177130553568615
91;0;0;10;10;5;3;172627;1726177130563566921
92;0;0;10;10;5;3;171962;1726177130573570043
93;0;0;10;10;5;3;167649;1726177130583566071
94;0;0;10;10;5;3;170083;1726177130593565862
95;0;0;10;10;5;3;170724;1726177130603568745
96;0;0;10;10;5;3;169056;1726177130613566219
97;0;0;10;10;5;3;183540;1726177130623566650
98;0;0;10;10;5;3;167217;1726177130633566698
99;0;0;10;10;5;3;191177;1726177130643568384
0;0;1;10;10;5;3;313549;1726177129653767590
1;0;1;10;10;5;3;356061;1726177129663687900
2;0;1;10;10;5;3;353031;1726177129673680184
3;0;1;10;10;5;3;250321;1726177129683624950
4;0;1;10;10;5;3;222439;1726177129693581620
5;0;1;10;10;5;3;242866;1726177129703578391
6;0;1;10;10;5;3;232771;1726177129713500010
7;0;1;10;10;5;3;236754;1726177129723581825
8;0;1;10;10;5;3;189783;1726177129733582262
