Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;50000;10;8;4;22958188;1726193890643887697
1;0;0;50000;10;8;4;14260626;1726193890653847567
2;0;0;50000;10;8;4;5494092;1726193890663838884
3;0;0;50000;10;8;4;611713;1726193890673852192
4;0;0;50000;10;8;4;368330;1726193890683863168
5;0;0;50000;10;8;4;274197;1726193890693840378
6;0;0;50000;10;8;4;294655;1726193890703851510
7;0;0;50000;10;8;4;285496;1726193890713861719
8;0;0;50000;10;8;4;302079;1726193890723853688
9;0;0;50000;10;8;4;289099;1726193890733866359
10;0;0;50000;10;8;4;316802;1726193890743841907
11;0;0;50000;10;8;4;299612;1726193890753848385
12;0;0;50000;10;8;4;297048;1726193890763860289
13;0;0;50000;10;8;4;289278;1726193890773858076
14;0;0;50000;10;8;4;365278;1726193890783807515
15;0;0;50000;10;8;4;297548;1726193890793856269
16;0;0;50000;10;8;4;325266;1726193890803853232
17;0;0;50000;10;8;4;303887;1726193890813853970
18;0;0;50000;10;8;4;303444;1726193890823841762
19;0;0;50000;10;8;4;352630;1726193890833738883
20;0;0;50000;10;8;4;314984;1726193890843791396
21;0;0;50000;10;8;4;311688;1726193890853856451
22;0;0;50000;10;8;4;321072;1726193890863847151
23;0;0;50000;10;8;4;312599;1726193890873851294
24;0;0;50000;10;8;4;298263;1726193890883851437
25;0;0;50000;10;8;4;320502;1726193890893853692
26;0;0;50000;10;8;4;292008;1726193890903834817
27;0;0;50000;10;8;4;277163;1726193890913861993
28;0;0;50000;10;8;4;302381;1726193890923822374
29;0;0;50000;10;8;4;291139;1726193890933855961
30;0;0;50000;10;8;4;279872;1726193890943866789
31;0;0;50000;10;8;4;379412;1726193890953854830
32;0;0;50000;10;8;4;375017;1726193890963868019
33;0;0;50000;10;8;4;395511;1726193890973852716
34;0;0;50000;10;8;4;424208;1726193890983851178
35;0;0;50000;10;8;4;393203;1726193890993855294
36;0;0;50000;10;8;4;436026;1726193891003855941
37;0;0;50000;10;8;4;408368;1726193891013851769
38;0;0;50000;10;8;4;371814;1726193891023848520
39;0;0;50000;10;8;4;373758;1726193891033855181
40;0;0;50000;10;8;4;385006;1726193891043856321
41;0;0;50000;10;8;4;367881;1726193891053854570
42;0;0;50000;10;8;4;344163;1726193891063869588
43;0;0;50000;10;8;4;383965;1726193891073808874
44;0;0;50000;10;8;4;381922;1726193891083850361
45;0;0;50000;10;8;4;361869;1726193891093864838
46;0;0;50000;10;8;4;345661;1726193891103852325
47;0;0;50000;10;8;4;453559;1726193891113853857
48;0;0;50000;10;8;4;399609;1726193891123855684
49;0;0;50000;10;8;4;400348;1726193891133855643
50;0;0;50000;10;8;4;344748;1726193891143856878
51;0;0;50000;10;8;4;395491;1726193891153854704
52;0;0;50000;10;8;4;360307;1726193891163866284
53;0;0;50000;10;8;4;345785;1726193891173853373
54;0;0;50000;10;8;4;423033;1726193891183854848
55;0;0;50000;10;8;4;388121;1726193891193855081
56;0;0;50000;10;8;4;391003;1726193891203859618
57;0;0;50000;10;8;4;425704;1726193891213853752
58;0;0;50000;10;8;4;352663;1726193891223849344
59;0;0;50000;10;8;4;337748;1726193891233854472
60;0;0;50000;10;8;4;433343;1726193891243847927
61;0;0;50000;10;8;4;398337;1726193891253854840
62;0;0;50000;10;8;4;377793;1726193891263858094
63;0;0;50000;10;8;4;378058;1726193891273855065
64;0;0;50000;10;8;4;330373;1726193891283841182
65;0;0;50000;10;8;4;376973;1726193891293855626
66;0;0;50000;10;8;4;396353;1726193891303836665
67;0;0;50000;10;8;4;337199;1726193891313866245
68;0;0;50000;10;8;4;398848;1726193891323839374
69;0;0;50000;10;8;4;325711;1726193891333859778
70;0;0;50000;10;8;4;379517;1726193891343854636
71;0;0;50000;10;8;4;375104;1726193891353855546
72;0;0;50000;10;8;4;378588;1726193891363846190
73;0;0;50000;10;8;4;395841;1726193891373855604
74;0;0;50000;10;8;4;379739;1726193891383851840
75;0;0;50000;10;8;4;381936;1726193891393855621
76;0;0;50000;10;8;4;373690;1726193891403843097
77;0;0;50000;10;8;4;336721;1726193891413860523
78;0;0;50000;10;8;4;383030;1726193891423825400
79;0;0;50000;10;8;4;346702;1726193891433825201
80;0;0;50000;10;8;4;332661;1726193891443810145
81;0;0;50000;10;8;4;359349;1726193891453858381
82;0;0;50000;10;8;4;368991;1726193891463885611
83;0;0;50000;10;8;4;261253;1726193891473789428
84;0;0;50000;10;8;4;336805;1726193891483827115
85;0;0;50000;10;8;4;382545;1726193891493861463
86;0;0;50000;10;8;4;323404;1726193891503855044
87;0;0;50000;10;8;4;371351;1726193891513860198
88;0;0;50000;10;8;4;367293;1726193891523848804
89;0;0;50000;10;8;4;333597;1726193891533864753
90;0;0;50000;10;8;4;389056;1726193891543826875
91;0;0;50000;10;8;4;365722;1726193891553847164
92;0;0;50000;10;8;4;394794;1726193891563815347
93;0;0;50000;10;8;4;363418;1726193891573861612
94;0;0;50000;10;8;4;391126;1726193891583865534
95;0;0;50000;10;8;4;348376;1726193891593852491
96;0;0;50000;10;8;4;392719;1726193891603855746
97;0;0;50000;10;8;4;327289;1726193891613860734
98;0;0;50000;10;8;4;376440;1726193891623848205
99;0;0;50000;10;8;4;332706;1726193891633871224
0;0;1;50000;10;8;4;23370967;1726193890644113607
1;0;1;50000;10;8;4;14781390;1726193890653935564
2;0;1;50000;10;8;4;6024720;1726193890663932946
3;0;1;50000;10;8;4;1197154;1726193890673977482
4;0;1;50000;10;8;4;929654;1726193890683933851
5;0;1;50000;10;8;4;861750;1726193890693886950
6;0;1;50000;10;8;4;876455;1726193890703898436
7;0;1;50000;10;8;4;872308;1726193890713906585
8;0;1;50000;10;8;4;884638;1726193890723897324
9;0;1;50000;10;8;4;867310;1726193890733911747
