Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
0;0;0;400;10;5;9;408819;1726182630815044749
1;0;0;400;10;5;9;329415;1726182630825042200
2;0;0;400;10;5;9;577056;1726182630835056865
3;0;0;400;10;5;9;190200;1726182630844983049
4;0;0;400;10;5;9;161766;1726182630855003322
5;0;0;400;10;5;9;157890;1726182630865004038
6;0;0;400;10;5;9;160805;1726182630874970795
7;0;0;400;10;5;9;155260;1726182630885001014
8;0;0;400;10;5;9;155596;1726182630895005016
9;0;0;400;10;5;9;150694;1726182630905001159
10;0;0;400;10;5;9;157808;1726182630915002169
11;0;0;400;10;5;9;158234;1726182630925000763
12;0;0;400;10;5;9;157275;1726182630935001831
13;0;0;400;10;5;9;195064;1726182630944970116
14;0;0;400;10;5;9;156263;1726182630955016774
15;0;0;400;10;5;9;146946;1726182630965003475
16;0;0;400;10;5;9;160211;1726182630975002618
17;0;0;400;10;5;9;139583;1726182630985007645
18;0;0;400;10;5;9;154874;1726182630995001845
19;0;0;400;10;5;9;154582;1726182631005000647
20;0;0;400;10;5;9;158389;1726182631015004675
21;0;0;400;10;5;9;156565;1726182631025008616
22;0;0;400;10;5;9;156681;1726182631035003798
23;0;0;400;10;5;9;157299;1726182631044999836
24;0;0;400;10;5;9;154696;1726182631055006282
25;0;0;400;10;5;9;155281;1726182631065006247
26;0;0;400;10;5;9;156221;1726182631075003803
27;0;0;400;10;5;9;152770;1726182631085000347
28;0;0;400;10;5;9;154626;1726182631095003821
29;0;0;400;10;5;9;158092;1726182631104998921
30;0;0;400;10;5;9;155124;1726182631114999314
31;0;0;400;10;5;9;155507;1726182631125005479
32;0;0;400;10;5;9;152448;1726182631135006694
33;0;0;400;10;5;9;155411;1726182631145012399
34;0;0;400;10;5;9;164586;1726182631155013269
35;0;0;400;10;5;9;178056;1726182631165012941
36;0;0;400;10;5;9;188568;1726182631175011595
37;0;0;400;10;5;9;162493;1726182631185015398
38;0;0;400;10;5;9;162148;1726182631195012553
39;0;0;400;10;5;9;174190;1726182631205012582
40;0;0;400;10;5;9;176699;1726182631215012511
41;0;0;400;10;5;9;184369;1726182631225012839
42;0;0;400;10;5;9;176093;1726182631235011962
43;0;0;400;10;5;9;174729;1726182631245011700
44;0;0;400;10;5;9;176657;1726182631255013934
45;0;0;400;10;5;9;175311;1726182631265012625
46;0;0;400;10;5;9;161359;1726182631275011055
47;0;0;400;10;5;9;174389;1726182631285012839
48;0;0;400;10;5;9;162197;1726182631295012493
49;0;0;400;10;5;9;157348;1726182631305012014
50;0;0;400;10;5;9;162875;1726182631315016019
51;0;0;400;10;5;9;177630;1726182631325012931
52;0;0;400;10;5;9;180281;1726182631335012217
53;0;0;400;10;5;9;177682;1726182631345012535
54;0;0;400;10;5;9;163560;1726182631355011581
55;0;0;400;10;5;9;174849;1726182631365013321
56;0;0;400;10;5;9;177714;1726182631375013982
57;0;0;400;10;5;9;175616;1726182631385012593
58;0;0;400;10;5;9;161371;1726182631395012329
59;0;0;400;10;5;9;156120;1726182631405012073
60;0;0;400;10;5;9;155753;1726182631415012425
61;0;0;400;10;5;9;179079;1726182631425011002
62;0;0;400;10;5;9;176427;1726182631435012430
63;0;0;400;10;5;9;176298;1726182631445013514
64;0;0;400;10;5;9;183913;1726182631455014669
65;0;0;400;10;5;9;174284;1726182631465013784
66;0;0;400;10;5;9;165952;1726182631475013144
67;0;0;400;10;5;9;175708;1726182631485013667
68;0;0;400;10;5;9;162513;1726182631495012098
69;0;0;400;10;5;9;182627;1726182631505013226
70;0;0;400;10;5;9;175025;1726182631515012797
71;0;0;400;10;5;9;159851;1726182631525012457
72;0;0;400;10;5;9;162627;1726182631535013253
73;0;0;400;10;5;9;153927;1726182631545013021
74;0;0;400;10;5;9;187631;1726182631555013624
75;0;0;400;10;5;9;185079;1726182631565011809
76;0;0;400;10;5;9;167483;1726182631575012263
77;0;0;400;10;5;9;175619;1726182631585014812
78;0;0;400;10;5;9;157431;1726182631595011988
79;0;0;400;10;5;9;174455;1726182631605012430
80;0;0;400;10;5;9;161721;1726182631615010466
81;0;0;400;10;5;9;177948;1726182631625013066
82;0;0;400;10;5;9;176605;1726182631635014574
83;0;0;400;10;5;9;178029;1726182631645012657
84;0;0;400;10;5;9;166966;1726182631655011228
85;0;0;400;10;5;9;163352;1726182631665014491
86;0;0;400;10;5;9;169456;1726182631675012748
