Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;5;4000000000;3827100;1726140109286497044
1;1000000;10;0;5;4000000000;3604906;1726140109296406099
2;1000000;10;0;5;4000000000;3734477;1726140109306448471
3;1000000;10;0;5;4000000000;3758107;1726140109316437873
4;1000000;10;0;5;4000000000;3730728;1726140109326451133
5;1000000;10;0;5;4000000000;3761993;1726140109336440847
6;1000000;10;0;5;4000000000;3693503;1726140109346422848
7;1000000;10;0;5;4000000000;3492009;1726140109356335597
8;1000000;10;0;5;4000000000;3440940;1726140109366357454
9;1000000;10;0;5;4000000000;3421184;1726140109376349890
10;1000000;10;0;5;4000000000;3481531;1726140109386305558
11;1000000;10;0;5;4000000000;3475269;1726140109396366178
12;1000000;10;0;5;4000000000;3448267;1726140109406368553
13;1000000;10;0;5;4000000000;3749966;1726140109416365915
14;1000000;10;0;5;4000000000;3219697;1726140109426353318
15;1000000;10;0;5;4000000000;3178464;1726140109436354856
16;1000000;10;0;5;4000000000;3444694;1726140109446352425
17;1000000;10;0;5;4000000000;3225931;1726140109456335176
18;1000000;10;0;5;4000000000;3214179;1726140109466324677
19;1000000;10;0;5;4000000000;3453226;1726140109476313861
20;1000000;10;0;5;4000000000;3190698;1726140109486352007
21;1000000;10;0;5;4000000000;3155601;1726140109496321805
22;1000000;10;0;5;4000000000;3151865;1726140109506350805
23;1000000;10;0;5;4000000000;3132725;1726140109516352443
24;1000000;10;0;5;4000000000;3141277;1726140109526351859
25;1000000;10;0;5;4000000000;3132161;1726140109536345672
26;1000000;10;0;5;4000000000;3147289;1726140109546360247
27;1000000;10;0;5;4000000000;3139162;1726140109556346487
28;1000000;10;0;5;4000000000;3140142;1726140109566353899
29;1000000;10;0;5;4000000000;3131800;1726140109576354178
30;1000000;10;0;5;4000000000;3140563;1726140109586351670
31;1000000;10;0;5;4000000000;3125536;1726140109596354824
32;1000000;10;0;5;4000000000;3150534;1726140109606354089
33;1000000;10;0;5;4000000000;3223427;1726140109616356450
34;1000000;10;0;5;4000000000;3424240;1726140109626405366
35;1000000;10;0;5;4000000000;3354697;1726140109636403798
36;1000000;10;0;5;4000000000;3369616;1726140109646413423
37;1000000;10;0;5;4000000000;3413893;1726140109656394479
38;1000000;10;0;5;4000000000;3424623;1726140109666398012
39;1000000;10;0;5;4000000000;3331800;1726140109676404033
40;1000000;10;0;5;4000000000;3352393;1726140109686366073
41;1000000;10;0;5;4000000000;3393696;1726140109696397959
42;1000000;10;0;5;4000000000;3292115;1726140109706402814
43;1000000;10;0;5;4000000000;3071013;1726140109716351060
44;1000000;10;0;5;4000000000;3216711;1726140109726385646
45;1000000;10;0;5;4000000000;3253093;1726140109736340077
46;1000000;10;0;5;4000000000;3354357;1726140109746388367
47;1000000;10;0;5;4000000000;3362394;1726140109756394087
48;1000000;10;0;5;4000000000;3375459;1726140109766399332
49;1000000;10;0;5;4000000000;3379989;1726140109776389968
