Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10;10;0;6;2000000000;336805;1726110602151941288
1;10;10;0;6;2000000000;360810;1726110602161874365
2;10;10;0;6;2000000000;360284;1726110602171938193
3;10;10;0;6;2000000000;393632;1726110602181899897
4;10;10;0;6;2000000000;351792;1726110602191910614
5;10;10;0;6;2000000000;404266;1726110602201891041
6;10;10;0;6;2000000000;386654;1726110602211932110
7;10;10;0;6;2000000000;356189;1726110602221874870
8;10;10;0;6;2000000000;364890;1726110602231891863
9;10;10;0;6;2000000000;403431;1726110602241908316
10;10;10;0;6;2000000000;396815;1726110602251928785
11;10;10;0;6;2000000000;343427;1726110602261867145
12;10;10;0;6;2000000000;456869;1726110602271962702
13;10;10;0;6;2000000000;363419;1726110602281876276
14;10;10;0;6;2000000000;421633;1726110602291990130
15;10;10;0;6;2000000000;425926;1726110602301922851
16;10;10;0;6;2000000000;498286;1726110602311998478
17;10;10;0;6;2000000000;428067;1726110602321909239
18;10;10;0;6;2000000000;393756;1726110602331914637
19;10;10;0;6;2000000000;381580;1726110602341882671
20;10;10;0;6;2000000000;386084;1726110602351892891
21;10;10;0;6;2000000000;387983;1726110602361887026
22;10;10;0;6;2000000000;393710;1726110602371916419
23;10;10;0;6;2000000000;377413;1726110602381907531
24;10;10;0;6;2000000000;390694;1726110602391943303
25;10;10;0;6;2000000000;396390;1726110602401928033
26;10;10;0;6;2000000000;396380;1726110602411930813
27;10;10;0;6;2000000000;307137;1726110602421872519
28;10;10;0;6;2000000000;353835;1726110602431887359
29;10;10;0;6;2000000000;123826;1726110602441728559
30;10;10;0;6;2000000000;140698;1726110602451736487
31;10;10;0;6;2000000000;113864;1726110602461723756
32;10;10;0;6;2000000000;108826;1726110602471719162
33;10;10;0;6;2000000000;107643;1726110602481719681
34;10;10;0;6;2000000000;106526;1726110602491724010
35;10;10;0;6;2000000000;101681;1726110602501719521
36;10;10;0;6;2000000000;117720;1726110602511720423
37;10;10;0;6;2000000000;99306;1726110602521724078
38;10;10;0;6;2000000000;107523;1726110602531720022
39;10;10;0;6;2000000000;102347;1726110602541716657
40;10;10;0;6;2000000000;115481;1726110602551727123
41;10;10;0;6;2000000000;106649;1726110602561719790
42;10;10;0;6;2000000000;108088;1726110602571716948
43;10;10;0;6;2000000000;106800;1726110602581723930
44;10;10;0;6;2000000000;108773;1726110602591724392
45;10;10;0;6;2000000000;102988;1726110602601727737
46;10;10;0;6;2000000000;118604;1726110602611730668
47;10;10;0;6;2000000000;111544;1726110602621729158
48;10;10;0;6;2000000000;99419;1726110602631718583
49;10;10;0;6;2000000000;111595;1726110602641729918
