Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;800;10;0;2;2000000000;268802;1726118230878865816
1;800;10;0;2;2000000000;260360;1726118230888866530
2;800;10;0;2;2000000000;263770;1726118230898882459
3;800;10;0;2;2000000000;251517;1726118230908865124
4;800;10;0;2;2000000000;181914;1726118230918817055
5;800;10;0;2;2000000000;90638;1726118230928741495
6;800;10;0;2;2000000000;86056;1726118230938740220
7;800;10;0;2;2000000000;85182;1726118230948742606
8;800;10;0;2;2000000000;87062;1726118230958741921
9;800;10;0;2;2000000000;85516;1726118230968741412
10;800;10;0;2;2000000000;86456;1726118230978742881
11;800;10;0;2;2000000000;85299;1726118230988740629
12;800;10;0;2;2000000000;87194;1726118230998746691
13;800;10;0;2;2000000000;85455;1726118231008740709
14;800;10;0;2;2000000000;121054;1726118231018769244
15;800;10;0;2;2000000000;111213;1726118231028758637
16;800;10;0;2;2000000000;92910;1726118231038747254
17;800;10;0;2;2000000000;86671;1726118231048742437
18;800;10;0;2;2000000000;84714;1726118231058744000
19;800;10;0;2;2000000000;81156;1726118231068743521
20;800;10;0;2;2000000000;81916;1726118231078744501
21;800;10;0;2;2000000000;86652;1726118231088745134
22;800;10;0;2;2000000000;84953;1726118231098747041
23;800;10;0;2;2000000000;83712;1726118231108747009
24;800;10;0;2;2000000000;85489;1726118231118740577
25;800;10;0;2;2000000000;81650;1726118231128740537
26;800;10;0;2;2000000000;83789;1726118231138741972
27;800;10;0;2;2000000000;81900;1726118231148751361
28;800;10;0;2;2000000000;82401;1726118231158741612
29;800;10;0;2;2000000000;80385;1726118231168742842
30;800;10;0;2;2000000000;81245;1726118231178744005
31;800;10;0;2;2000000000;79780;1726118231188741563
32;800;10;0;2;2000000000;81349;1726118231198743004
33;800;10;0;2;2000000000;80121;1726118231208741434
34;800;10;0;2;2000000000;80766;1726118231218743511
35;800;10;0;2;2000000000;80039;1726118231228743158
36;800;10;0;2;2000000000;80977;1726118231238744004
37;800;10;0;2;2000000000;79985;1726118231248743375
38;800;10;0;2;2000000000;80952;1726118231258743812
39;800;10;0;2;2000000000;79797;1726118231268743969
40;800;10;0;2;2000000000;81520;1726118231278744100
41;800;10;0;2;2000000000;79750;1726118231288745053
42;800;10;0;2;2000000000;81003;1726118231298744064
43;800;10;0;2;2000000000;79901;1726118231308745074
44;800;10;0;2;2000000000;80985;1726118231318749294
45;800;10;0;2;2000000000;80223;1726118231328744924
46;800;10;0;2;2000000000;81015;1726118231338746672
47;800;10;0;2;2000000000;80403;1726118231348746057
48;800;10;0;2;2000000000;173430;1726118231358818826
49;800;10;0;2;2000000000;186434;1726118231368830424
