Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;350000;10;0;2;1000000000;1491150;1726130353927985292
1;350000;10;0;2;1000000000;1472620;1726130353938031627
2;350000;10;0;2;1000000000;1442882;1726130353948025759
3;350000;10;0;2;1000000000;1435185;1726130353957975073
4;350000;10;0;2;1000000000;1422763;1726130353968017335
5;350000;10;0;2;1000000000;1340520;1726130353977946723
6;350000;10;0;2;1000000000;1314415;1726130353987938019
7;350000;10;0;2;1000000000;1314387;1726130353997936222
8;350000;10;0;2;1000000000;1312672;1726130354007939055
9;350000;10;0;2;1000000000;1317613;1726130354017932926
10;350000;10;0;2;1000000000;1194747;1726130354027905678
11;350000;10;0;2;1000000000;1193373;1726130354037895169
12;350000;10;0;2;1000000000;1256309;1726130354047917923
13;350000;10;0;2;1000000000;1270430;1726130354057927338
14;350000;10;0;2;1000000000;1256730;1726130354067947459
15;350000;10;0;2;1000000000;1301955;1726130354077914475
16;350000;10;0;2;1000000000;1274099;1726130354087977245
17;350000;10;0;2;1000000000;1269033;1726130354097922575
18;350000;10;0;2;1000000000;1269480;1726130354107960788
19;350000;10;0;2;1000000000;1269243;1726130354117919645
20;350000;10;0;2;1000000000;1256779;1726130354127930918
21;350000;10;0;2;1000000000;1262781;1726130354137930134
22;350000;10;0;2;1000000000;1269747;1726130354147946483
23;350000;10;0;2;1000000000;1257017;1726130354157961567
24;350000;10;0;2;1000000000;1260332;1726130354167929323
25;350000;10;0;2;1000000000;1265652;1726130354177933067
26;350000;10;0;2;1000000000;1315091;1726130354187924198
27;350000;10;0;2;1000000000;1269249;1726130354197925975
28;350000;10;0;2;1000000000;1260052;1726130354207922326
29;350000;10;0;2;1000000000;1262215;1726130354217918931
30;350000;10;0;2;1000000000;1269554;1726130354227933113
31;350000;10;0;2;1000000000;1275514;1726130354237935681
32;350000;10;0;2;1000000000;1245936;1726130354247920995
33;350000;10;0;2;1000000000;1257704;1726130354257925804
34;350000;10;0;2;1000000000;1254808;1726130354267930494
35;350000;10;0;2;1000000000;1136509;1726130354277853700
36;350000;10;0;2;1000000000;1078622;1726130354287842483
37;350000;10;0;2;1000000000;1067856;1726130354297843872
38;350000;10;0;2;1000000000;1056373;1726130354307840512
39;350000;10;0;2;1000000000;1020242;1726130354317843345
40;350000;10;0;2;1000000000;1002809;1726130354327841675
41;350000;10;0;2;1000000000;1015826;1726130354337841978
42;350000;10;0;2;1000000000;1019641;1726130354347840887
43;350000;10;0;2;1000000000;1018809;1726130354357841613
44;350000;10;0;2;1000000000;1015427;1726130354367841420
45;350000;10;0;2;1000000000;1012040;1726130354377845137
46;350000;10;0;2;1000000000;1018032;1726130354387843453
47;350000;10;0;2;1000000000;1021544;1726130354397845092
48;350000;10;0;2;1000000000;1018680;1726130354407843910
49;350000;10;0;2;1000000000;1010047;1726130354417844174
