Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;500000;10;0;6;4000000000;1944136;1726133404890617429
1;500000;10;0;6;4000000000;1843518;1726133404900596304
2;500000;10;0;6;4000000000;1939773;1726133404910643071
3;500000;10;0;6;4000000000;2021915;1726133404920628824
4;500000;10;0;6;4000000000;1913881;1726133404930612937
5;500000;10;0;6;4000000000;1881309;1726133404940605193
6;500000;10;0;6;4000000000;1869794;1726133404950607510
7;500000;10;0;6;4000000000;1872187;1726133404960612303
8;500000;10;0;6;4000000000;1949857;1726133404970624449
9;500000;10;0;6;4000000000;1927304;1726133404980617278
10;500000;10;0;6;4000000000;1861671;1726133404990615673
11;500000;10;0;6;4000000000;1883585;1726133405000613424
12;500000;10;0;6;4000000000;1942701;1726133405010626870
13;500000;10;0;6;4000000000;1883195;1726133405020603278
14;500000;10;0;6;4000000000;1989936;1726133405030659150
15;500000;10;0;6;4000000000;2076047;1726133405040661991
16;500000;10;0;6;4000000000;1882399;1726133405050617544
17;500000;10;0;6;4000000000;1922181;1726133405060619642
18;500000;10;0;6;4000000000;1579591;1726133405070559648
19;500000;10;0;6;4000000000;1531090;1726133405080523295
20;500000;10;0;6;4000000000;1619195;1726133405090532856
21;500000;10;0;6;4000000000;1579830;1726133405100522373
22;500000;10;0;6;4000000000;1655472;1726133405110520802
23;500000;10;0;6;4000000000;1604541;1726133405120559066
24;500000;10;0;6;4000000000;1593658;1726133405130548123
25;500000;10;0;6;4000000000;1577934;1726133405140531152
26;500000;10;0;6;4000000000;1609344;1726133405150540635
27;500000;10;0;6;4000000000;1620847;1726133405160559172
28;500000;10;0;6;4000000000;1629640;1726133405170556758
29;500000;10;0;6;4000000000;1627440;1726133405180579408
30;500000;10;0;6;4000000000;1632004;1726133405190572104
31;500000;10;0;6;4000000000;1457365;1726133405200528590
32;500000;10;0;6;4000000000;1695229;1726133405210566759
33;500000;10;0;6;4000000000;1590961;1726133405220560240
34;500000;10;0;6;4000000000;1637648;1726133405230564239
35;500000;10;0;6;4000000000;1657632;1726133405240564938
36;500000;10;0;6;4000000000;1719639;1726133405250565197
37;500000;10;0;6;4000000000;1576565;1726133405260543476
38;500000;10;0;6;4000000000;1606473;1726133405270567630
39;500000;10;0;6;4000000000;1669813;1726133405280577320
40;500000;10;0;6;4000000000;1724670;1726133405290569163
41;500000;10;0;6;4000000000;1689136;1726133405300578021
42;500000;10;0;6;4000000000;1614865;1726133405310557304
43;500000;10;0;6;4000000000;1858935;1726133405320574921
44;500000;10;0;6;4000000000;1693054;1726133405330564485
45;500000;10;0;6;4000000000;1678768;1726133405340567065
46;500000;10;0;6;4000000000;1710696;1726133405350577418
47;500000;10;0;6;4000000000;1720771;1726133405360564550
48;500000;10;0;6;4000000000;1716034;1726133405370560282
49;500000;10;0;6;4000000000;1883175;1726133405380579476
