Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;400;10;0;2;5000000000;234454;1726114683354150931
1;400;10;0;2;5000000000;226320;1726114683364122638
2;400;10;0;2;5000000000;209867;1726114683374155231
3;400;10;0;2;5000000000;185186;1726114683384144426
4;400;10;0;2;5000000000;181143;1726114683394120374
5;400;10;0;2;5000000000;181926;1726114683404075601
6;400;10;0;2;5000000000;184292;1726114683414126207
7;400;10;0;2;5000000000;184653;1726114683424123745
8;400;10;0;2;5000000000;185632;1726114683434112276
9;400;10;0;2;5000000000;182032;1726114683444092704
10;400;10;0;2;5000000000;186739;1726114683454126595
11;400;10;0;2;5000000000;183187;1726114683464082695
12;400;10;0;2;5000000000;179124;1726114683474113559
13;400;10;0;2;5000000000;199162;1726114683484119283
14;400;10;0;2;5000000000;188596;1726114683494056595
15;400;10;0;2;5000000000;181906;1726114683504085223
16;400;10;0;2;5000000000;186487;1726114683514117769
17;400;10;0;2;5000000000;168835;1726114683524075233
18;400;10;0;2;5000000000;178006;1726114683534119532
19;400;10;0;2;5000000000;182553;1726114683544127518
20;400;10;0;2;5000000000;183931;1726114683554124607
21;400;10;0;2;5000000000;181141;1726114683564120767
22;400;10;0;2;5000000000;186023;1726114683574124899
23;400;10;0;2;5000000000;181785;1726114683584125744
24;400;10;0;2;5000000000;181919;1726114683594121834
25;400;10;0;2;5000000000;181634;1726114683604119119
26;400;10;0;2;5000000000;171913;1726114683614114722
27;400;10;0;2;5000000000;180647;1726114683624118913
28;400;10;0;2;5000000000;186169;1726114683634131401
29;400;10;0;2;5000000000;181163;1726114683644127077
30;400;10;0;2;5000000000;182948;1726114683654120584
31;400;10;0;2;5000000000;169522;1726114683664109713
32;400;10;0;2;5000000000;185803;1726114683674123637
33;400;10;0;2;5000000000;183138;1726114683684116859
34;400;10;0;2;5000000000;173368;1726114683694110397
35;400;10;0;2;5000000000;180609;1726114683704123317
36;400;10;0;2;5000000000;180957;1726114683714117705
37;400;10;0;2;5000000000;183254;1726114683724129412
38;400;10;0;2;5000000000;184295;1726114683734131785
39;400;10;0;2;5000000000;182754;1726114683744120513
40;400;10;0;2;5000000000;179988;1726114683754121964
41;400;10;0;2;5000000000;177914;1726114683764119085
42;400;10;0;2;5000000000;180554;1726114683774115814
43;400;10;0;2;5000000000;178627;1726114683784124670
44;400;10;0;2;5000000000;182459;1726114683794128877
45;400;10;0;2;5000000000;182484;1726114683804123475
46;400;10;0;2;5000000000;184214;1726114683814135320
47;400;10;0;2;5000000000;182833;1726114683824134615
48;400;10;0;2;5000000000;168359;1726114683834115070
49;400;10;0;2;5000000000;182262;1726114683844132000
