Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10;10;0;5;5000000000;306108;1726110384126320222
1;10;10;0;5;5000000000;321685;1726110384136299617
2;10;10;0;5;5000000000;391106;1726110384146390724
3;10;10;0;5;5000000000;286558;1726110384156276986
4;10;10;0;5;5000000000;212733;1726110384166224036
5;10;10;0;5;5000000000;383597;1726110384176362506
6;10;10;0;5;5000000000;385158;1726110384186374299
7;10;10;0;5;5000000000;417677;1726110384196378269
8;10;10;0;5;5000000000;391780;1726110384206347398
9;10;10;0;5;5000000000;314649;1726110384216316692
10;10;10;0;5;5000000000;422184;1726110384226415774
11;10;10;0;5;5000000000;408359;1726110384236388762
12;10;10;0;5;5000000000;422070;1726110384246387246
13;10;10;0;5;5000000000;393726;1726110384256359155
14;10;10;0;5;5000000000;224143;1726110384266257590
15;10;10;0;5;5000000000;134389;1726110384276190638
16;10;10;0;5;5000000000;112846;1726110384286191279
17;10;10;0;5;5000000000;108015;1726110384296180495
18;10;10;0;5;5000000000;112565;1726110384306189625
19;10;10;0;5;5000000000;101152;1726110384316175645
20;10;10;0;5;5000000000;101376;1726110384326185338
21;10;10;0;5;5000000000;108863;1726110384336184071
22;10;10;0;5;5000000000;103770;1726110384346185410
23;10;10;0;5;5000000000;102176;1726110384356182537
24;10;10;0;5;5000000000;195528;1726110384366214112
25;10;10;0;5;5000000000;190019;1726110384376227720
26;10;10;0;5;5000000000;119454;1726110384386198463
27;10;10;0;5;5000000000;110305;1726110384396183674
28;10;10;0;5;5000000000;113618;1726110384406191018
29;10;10;0;5;5000000000;101709;1726110384416182379
30;10;10;0;5;5000000000;106701;1726110384426191375
31;10;10;0;5;5000000000;109855;1726110384436187634
32;10;10;0;5;5000000000;103465;1726110384446187600
33;10;10;0;5;5000000000;111136;1726110384456182143
34;10;10;0;5;5000000000;111744;1726110384466197112
35;10;10;0;5;5000000000;100553;1726110384476178059
36;10;10;0;5;5000000000;107059;1726110384486187778
37;10;10;0;5;5000000000;104648;1726110384496183435
38;10;10;0;5;5000000000;101079;1726110384506188680
39;10;10;0;5;5000000000;99064;1726110384516184802
40;10;10;0;5;5000000000;106525;1726110384526191118
41;10;10;0;5;5000000000;103767;1726110384536189614
42;10;10;0;5;5000000000;101786;1726110384546187398
43;10;10;0;5;5000000000;104247;1726110384556192989
44;10;10;0;5;5000000000;101461;1726110384566188432
45;10;10;0;5;5000000000;96242;1726110384576188785
46;10;10;0;5;5000000000;107035;1726110384586195664
47;10;10;0;5;5000000000;100308;1726110384596185208
48;10;10;0;5;5000000000;99147;1726110384606192660
49;10;10;0;5;5000000000;109791;1726110384616197441
