Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;800;10;0;6;8000000000;22413714;1726119535463258967
1;800;10;0;6;8000000000;305607;1726119535485522425
2;800;10;0;6;8000000000;190891;1726119535493355452
3;800;10;0;6;8000000000;166158;1726119535503384596
4;800;10;0;6;8000000000;82070;1726119535513331421
5;800;10;0;6;8000000000;74562;1726119535536559853
6;800;10;0;6;8000000000;81229;1726119535543308969
7;800;10;0;6;8000000000;79676;1726119535553311220
8;800;10;0;6;8000000000;81292;1726119535563316684
9;800;10;0;6;8000000000;79889;1726119535573313851
10;800;10;0;6;8000000000;81728;1726119535583314354
11;800;10;0;6;8000000000;80354;1726119535593312496
12;800;10;0;6;8000000000;81399;1726119535603312531
13;800;10;0;6;8000000000;78207;1726119535613340291
14;800;10;0;6;8000000000;81153;1726119535623266801
15;800;10;0;6;8000000000;77979;1726119535633320123
16;800;10;0;6;8000000000;78855;1726119535643320859
17;800;10;0;6;8000000000;77821;1726119535653322009
18;800;10;0;6;8000000000;79296;1726119535663320390
19;800;10;0;6;8000000000;77520;1726119535673321574
20;800;10;0;6;8000000000;86982;1726119535683282004
21;800;10;0;6;8000000000;78610;1726119535693322554
22;800;10;0;6;8000000000;81477;1726119535703277093
23;800;10;0;6;8000000000;79840;1726119535713306446
24;800;10;0;6;8000000000;81532;1726119535723316415
25;800;10;0;6;8000000000;79922;1726119535733318321
26;800;10;0;6;8000000000;81244;1726119535743315719
27;800;10;0;6;8000000000;80512;1726119535753319333
28;800;10;0;6;8000000000;82124;1726119535763317518
29;800;10;0;6;8000000000;79973;1726119535773315826
30;800;10;0;6;8000000000;81379;1726119535783319910
31;800;10;0;6;8000000000;79759;1726119535793320174
32;800;10;0;6;8000000000;81381;1726119535803317820
33;800;10;0;6;8000000000;77770;1726119535813330397
34;800;10;0;6;8000000000;79240;1726119535823324461
35;800;10;0;6;8000000000;78025;1726119535833328601
36;800;10;0;6;8000000000;79457;1726119535843329094
37;800;10;0;6;8000000000;78239;1726119535853326444
38;800;10;0;6;8000000000;79144;1726119535863325691
39;800;10;0;6;8000000000;78253;1726119535873326777
40;800;10;0;6;8000000000;78823;1726119535883326811
41;800;10;0;6;8000000000;78186;1726119535893325164
42;800;10;0;6;8000000000;79720;1726119535903326439
43;800;10;0;6;8000000000;78463;1726119535913325748
44;800;10;0;6;8000000000;79326;1726119535923328283
45;800;10;0;6;8000000000;78266;1726119535933328875
46;800;10;0;6;8000000000;79215;1726119535943331576
47;800;10;0;6;8000000000;77939;1726119535953331338
48;800;10;0;6;8000000000;79233;1726119535963329343
49;800;10;0;6;8000000000;77652;1726119535973327278
