Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;200;10;0;4;5000000000;290241;1726113532845432703
1;200;10;0;4;5000000000;493418;1726113532855503012
2;200;10;0;4;5000000000;357765;1726113532865456893
3;200;10;0;4;5000000000;235633;1726113532875385550
4;200;10;0;4;5000000000;397073;1726113532885497726
5;200;10;0;4;5000000000;419313;1726113532895500411
6;200;10;0;4;5000000000;361255;1726113532905483630
7;200;10;0;4;5000000000;368017;1726113532915471062
8;200;10;0;4;5000000000;405062;1726113532925484900
9;200;10;0;4;5000000000;419141;1726113532935501595
10;200;10;0;4;5000000000;403469;1726113532945482711
11;200;10;0;4;5000000000;311420;1726113532955456911
12;200;10;0;4;5000000000;113446;1726113532965321677
13;200;10;0;4;5000000000;100758;1726113532975313671
14;200;10;0;4;5000000000;99333;1726113532985314774
15;200;10;0;4;5000000000;102197;1726113532995324460
16;200;10;0;4;5000000000;102702;1726113533005322063
17;200;10;0;4;5000000000;96149;1726113533015319985
18;200;10;0;4;5000000000;117109;1726113533025330740
19;200;10;0;4;5000000000;105662;1726113533035320041
20;200;10;0;4;5000000000;102615;1726113533045324356
21;200;10;0;4;5000000000;128579;1726113533055301175
22;200;10;0;4;5000000000;162553;1726113533065359010
23;200;10;0;4;5000000000;112244;1726113533075326841
24;200;10;0;4;5000000000;106642;1726113533085324289
25;200;10;0;4;5000000000;98611;1726113533095322385
26;200;10;0;4;5000000000;97096;1726113533105316357
27;200;10;0;4;5000000000;100305;1726113533115322144
28;200;10;0;4;5000000000;97766;1726113533125323687
29;200;10;0;4;5000000000;93832;1726113533135318065
30;200;10;0;4;5000000000;101783;1726113533145324980
31;200;10;0;4;5000000000;114549;1726113533155332854
32;200;10;0;4;5000000000;105982;1726113533165323102
33;200;10;0;4;5000000000;87936;1726113533175314663
34;200;10;0;4;5000000000;87506;1726113533185314961
35;200;10;0;4;5000000000;101720;1726113533195327628
36;200;10;0;4;5000000000;107012;1726113533205328166
37;200;10;0;4;5000000000;96646;1726113533215324750
38;200;10;0;4;5000000000;104336;1726113533225322130
39;200;10;0;4;5000000000;99535;1726113533235323440
40;200;10;0;4;5000000000;99212;1726113533245327817
41;200;10;0;4;5000000000;99085;1726113533255325181
42;200;10;0;4;5000000000;97840;1726113533265321477
43;200;10;0;4;5000000000;101195;1726113533275326915
44;200;10;0;4;5000000000;95160;1726113533285324752
45;200;10;0;4;5000000000;97770;1726113533295325117
46;200;10;0;4;5000000000;101956;1726113533305327832
47;200;10;0;4;5000000000;98786;1726113533315327163
48;200;10;0;4;5000000000;98974;1726113533325323581
49;200;10;0;4;5000000000;105213;1726113533335329511
