Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;5;13000000000;25763724;1726140274830737225
1;1000000;10;0;5;13000000000;6155675;1726140274853284207
2;1000000;10;0;5;13000000000;3104231;1726140274860760723
3;1000000;10;0;5;13000000000;3195705;1726140274870855797
4;1000000;10;0;5;13000000000;3057260;1726140274880687890
5;1000000;10;0;5;13000000000;2885157;1726140274890793262
6;1000000;10;0;5;13000000000;2858663;1726140274900795410
7;1000000;10;0;5;13000000000;2888366;1726140274910793227
8;1000000;10;0;5;13000000000;2855254;1726140274920793867
9;1000000;10;0;5;13000000000;2856477;1726140274930795565
10;1000000;10;0;5;13000000000;2837883;1726140274940793884
11;1000000;10;0;5;13000000000;2859456;1726140274950798249
12;1000000;10;0;5;13000000000;2841203;1726140274960794067
13;1000000;10;0;5;13000000000;2852040;1726140274970795661
14;1000000;10;0;5;13000000000;2856372;1726140274980796020
15;1000000;10;0;5;13000000000;2883994;1726140274990912893
16;1000000;10;0;5;13000000000;2860283;1726140275000795296
17;1000000;10;0;5;13000000000;2925453;1726140275010791426
18;1000000;10;0;5;13000000000;2866415;1726140275020795089
19;1000000;10;0;5;13000000000;2827871;1726140275030803512
20;1000000;10;0;5;13000000000;2810165;1726140275040804140
21;1000000;10;0;5;13000000000;2930139;1726140275050768784
22;1000000;10;0;5;13000000000;2900019;1726140275060804174
23;1000000;10;0;5;13000000000;2907414;1726140275070758636
24;1000000;10;0;5;13000000000;2832983;1726140275080806114
25;1000000;10;0;5;13000000000;2856441;1726140275090804521
26;1000000;10;0;5;13000000000;2832177;1726140275100806066
27;1000000;10;0;5;13000000000;2821253;1726140275110806810
28;1000000;10;0;5;13000000000;2869710;1726140275120804995
29;1000000;10;0;5;13000000000;2901783;1726140275130797776
30;1000000;10;0;5;13000000000;2886088;1726140275140799050
31;1000000;10;0;5;13000000000;2898813;1726140275150809370
32;1000000;10;0;5;13000000000;2867285;1726140275160796825
33;1000000;10;0;5;13000000000;2864137;1726140275170796779
34;1000000;10;0;5;13000000000;2847257;1726140275180798914
35;1000000;10;0;5;13000000000;2861081;1726140275190799569
36;1000000;10;0;5;13000000000;2839014;1726140275200800281
37;1000000;10;0;5;13000000000;2858258;1726140275210801201
38;1000000;10;0;5;13000000000;2844966;1726140275220802148
39;1000000;10;0;5;13000000000;2797419;1726140275230811598
40;1000000;10;0;5;13000000000;2811508;1726140275240795984
41;1000000;10;0;5;13000000000;2802527;1726140275250807532
42;1000000;10;0;5;13000000000;2782990;1726140275260808603
43;1000000;10;0;5;13000000000;2830772;1726140275270809196
44;1000000;10;0;5;13000000000;2791229;1726140275280811714
45;1000000;10;0;5;13000000000;2801596;1726140275290810084
46;1000000;10;0;5;13000000000;2815709;1726140275300808465
47;1000000;10;0;5;13000000000;2830423;1726140275310809853
48;1000000;10;0;5;13000000000;2786983;1726140275320811047
49;1000000;10;0;5;13000000000;2797922;1726140275330812807
