Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;850000;10;0;3;15000000000;17868740;1726138021301768420
1;850000;10;0;3;15000000000;4941927;1726138021317107878
2;850000;10;0;3;15000000000;2556244;1726138021322128119
3;850000;10;0;3;15000000000;2678597;1726138021376383288
4;850000;10;0;3;15000000000;2780324;1726138021381746780
5;850000;10;0;3;15000000000;2812740;1726138021391791244
6;850000;10;0;3;15000000000;2681414;1726138021401757742
7;850000;10;0;3;15000000000;2630945;1726138021411756527
8;850000;10;0;3;15000000000;2494522;1726138021421742894
9;850000;10;0;3;15000000000;2466822;1726138021431743796
10;850000;10;0;3;15000000000;2456112;1726138021441747710
11;850000;10;0;3;15000000000;2455709;1726138021451747169
12;850000;10;0;3;15000000000;2455952;1726138021461743603
13;850000;10;0;3;15000000000;2444503;1726138021471741669
14;850000;10;0;3;15000000000;2453267;1726138021481744326
15;850000;10;0;3;15000000000;2455269;1726138021491746942
16;850000;10;0;3;15000000000;2465407;1726138021501745004
17;850000;10;0;3;15000000000;2472024;1726138021511732441
18;850000;10;0;3;15000000000;2464868;1726138021521744698
19;850000;10;0;3;15000000000;2469277;1726138021531743471
20;850000;10;0;3;15000000000;2467210;1726138021541744988
21;850000;10;0;3;15000000000;2516445;1726138021551750185
22;850000;10;0;3;15000000000;2481222;1726138021561702431
23;850000;10;0;3;15000000000;2469665;1726138021571751233
24;850000;10;0;3;15000000000;2493484;1726138021581754392
25;850000;10;0;3;15000000000;2527902;1726138021591705886
26;850000;10;0;3;15000000000;2576441;1726138021601752331
27;850000;10;0;3;15000000000;2491509;1726138021611752047
28;850000;10;0;3;15000000000;2467188;1726138021621751330
29;850000;10;0;3;15000000000;2431853;1726138021632073248
30;850000;10;0;3;15000000000;2422104;1726138021641752593
31;850000;10;0;3;15000000000;2511237;1726138021651747373
32;850000;10;0;3;15000000000;2527424;1726138021661751907
33;850000;10;0;3;15000000000;2482147;1726138021671751379
34;850000;10;0;3;15000000000;2480595;1726138021681752032
35;850000;10;0;3;15000000000;2461855;1726138021691747387
36;850000;10;0;3;15000000000;2460825;1726138021701745418
37;850000;10;0;3;15000000000;2458989;1726138021711746797
38;850000;10;0;3;15000000000;2458655;1726138021721747551
39;850000;10;0;3;15000000000;2455597;1726138021731763247
40;850000;10;0;3;15000000000;2461851;1726138021741743151
41;850000;10;0;3;15000000000;2462739;1726138021751748903
42;850000;10;0;3;15000000000;2460535;1726138021761753623
43;850000;10;0;3;15000000000;2456375;1726138021771750538
44;850000;10;0;3;15000000000;2409126;1726138021781757903
45;850000;10;0;3;15000000000;2406654;1726138021791756553
46;850000;10;0;3;15000000000;2435236;1726138021801756512
47;850000;10;0;3;15000000000;2401115;1726138021811756563
48;850000;10;0;3;15000000000;2432845;1726138021821756698
49;850000;10;0;3;15000000000;2400938;1726138021831757325
