Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;800;10;0;3;1000000000;221186;1726118507404408679
1;800;10;0;3;1000000000;233380;1726118507414409267
2;800;10;0;3;1000000000;215690;1726118507424403077
3;800;10;0;3;1000000000;241291;1726118507434396161
4;800;10;0;3;1000000000;186577;1726118507444415496
5;800;10;0;3;1000000000;184320;1726118507454410391
6;800;10;0;3;1000000000;193561;1726118507464419571
7;800;10;0;3;1000000000;194014;1726118507474428908
8;800;10;0;3;1000000000;190334;1726118507484403820
9;800;10;0;3;1000000000;193232;1726118507494434737
10;800;10;0;3;1000000000;191368;1726118507504429324
11;800;10;0;3;1000000000;182016;1726118507514417769
12;800;10;0;3;1000000000;184546;1726118507524429384
13;800;10;0;3;1000000000;184531;1726118507534427949
14;800;10;0;3;1000000000;189685;1726118507544389634
15;800;10;0;3;1000000000;187834;1726118507554421884
16;800;10;0;3;1000000000;197965;1726118507564433392
17;800;10;0;3;1000000000;198688;1726118507574433906
18;800;10;0;3;1000000000;198481;1726118507584437277
19;800;10;0;3;1000000000;199710;1726118507594447615
20;800;10;0;3;1000000000;207525;1726118507604484471
21;800;10;0;3;1000000000;217014;1726118507614452740
22;800;10;0;3;1000000000;207587;1726118507624411975
23;800;10;0;3;1000000000;189952;1726118507634420362
24;800;10;0;3;1000000000;190256;1726118507644414407
25;800;10;0;3;1000000000;194231;1726118507654420701
26;800;10;0;3;1000000000;187861;1726118507664424930
27;800;10;0;3;1000000000;183240;1726118507674421308
28;800;10;0;3;1000000000;189394;1726118507684429331
29;800;10;0;3;1000000000;189435;1726118507694422929
30;800;10;0;3;1000000000;181982;1726118507704418606
31;800;10;0;3;1000000000;195105;1726118507714426854
32;800;10;0;3;1000000000;190423;1726118507724432136
33;800;10;0;3;1000000000;188492;1726118507734416128
34;800;10;0;3;1000000000;188397;1726118507744425172
35;800;10;0;3;1000000000;193487;1726118507754424543
36;800;10;0;3;1000000000;190690;1726118507764422476
37;800;10;0;3;1000000000;192195;1726118507774433690
38;800;10;0;3;1000000000;193334;1726118507784436005
39;800;10;0;3;1000000000;179380;1726118507794415939
40;800;10;0;3;1000000000;182052;1726118507804431615
41;800;10;0;3;1000000000;115344;1726118507814371672
42;800;10;0;3;1000000000;111259;1726118507824366576
43;800;10;0;3;1000000000;96511;1726118507834358706
44;800;10;0;3;1000000000;96255;1726118507844362331
45;800;10;0;3;1000000000;89866;1726118507854354813
46;800;10;0;3;1000000000;84483;1726118507864354977
47;800;10;0;3;1000000000;82032;1726118507874352881
48;800;10;0;3;1000000000;83037;1726118507884353299
49;800;10;0;3;1000000000;81624;1726118507894354278
