Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;800;10;0;5;3000000000;199503;1726119137890802626
1;800;10;0;5;3000000000;205987;1726119137900796512
2;800;10;0;5;3000000000;194695;1726119137910803496
3;800;10;0;5;3000000000;200895;1726119137920796656
4;800;10;0;5;3000000000;206685;1726119137930808363
5;800;10;0;5;3000000000;214511;1726119137940829095
6;800;10;0;5;3000000000;200677;1726119137950827886
7;800;10;0;5;3000000000;205835;1726119137960826394
8;800;10;0;5;3000000000;204457;1726119137970822660
9;800;10;0;5;3000000000;205416;1726119137980829449
10;800;10;0;5;3000000000;202425;1726119137990817667
11;800;10;0;5;3000000000;203265;1726119138000786137
12;800;10;0;5;3000000000;206308;1726119138010832014
13;800;10;0;5;3000000000;205151;1726119138020828236
14;800;10;0;5;3000000000;203098;1726119138030828772
15;800;10;0;5;3000000000;188863;1726119138040791931
16;800;10;0;5;3000000000;206850;1726119138050834255
17;800;10;0;5;3000000000;202021;1726119138060824340
18;800;10;0;5;3000000000;201389;1726119138070828618
19;800;10;0;5;3000000000;203150;1726119138080825369
20;800;10;0;5;3000000000;200170;1726119138090828634
21;800;10;0;5;3000000000;200062;1726119138100825056
22;800;10;0;5;3000000000;202560;1726119138110824941
23;800;10;0;5;3000000000;204640;1726119138120823277
24;800;10;0;5;3000000000;198827;1726119138130824924
25;800;10;0;5;3000000000;201042;1726119138140826134
26;800;10;0;5;3000000000;197428;1726119138150823732
27;800;10;0;5;3000000000;201161;1726119138160820268
28;800;10;0;5;3000000000;201843;1726119138170829069
29;800;10;0;5;3000000000;199664;1726119138180826414
30;800;10;0;5;3000000000;196855;1726119138190823688
31;800;10;0;5;3000000000;202104;1726119138200824992
32;800;10;0;5;3000000000;191436;1726119138210826519
33;800;10;0;5;3000000000;192565;1726119138220813320
34;800;10;0;5;3000000000;192412;1726119138230822749
35;800;10;0;5;3000000000;196360;1726119138240818332
36;800;10;0;5;3000000000;200812;1726119138250813631
37;800;10;0;5;3000000000;199726;1726119138260825974
38;800;10;0;5;3000000000;196372;1726119138270827381
39;800;10;0;5;3000000000;187882;1726119138280818465
40;800;10;0;5;3000000000;185609;1726119138290812172
41;800;10;0;5;3000000000;178943;1726119138300806790
42;800;10;0;5;3000000000;184420;1726119138310800741
43;800;10;0;5;3000000000;145737;1726119138320780449
44;800;10;0;5;3000000000;143549;1726119138330778105
45;800;10;0;5;3000000000;93061;1726119138340745206
46;800;10;0;5;3000000000;91567;1726119138350747589
47;800;10;0;5;3000000000;90322;1726119138360747704
48;800;10;0;5;3000000000;88551;1726119138370744375
49;800;10;0;5;3000000000;106807;1726119138380756800
