Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;1;15000000000;3264954;1726139126752744872
1;1000000;10;0;1;15000000000;3319892;1726139126762763761
2;1000000;10;0;1;15000000000;3295352;1726139126772750071
3;1000000;10;0;1;15000000000;3112457;1726139126782683888
4;1000000;10;0;1;15000000000;3028950;1726139126792715680
5;1000000;10;0;1;15000000000;2968020;1726139126802713725
6;1000000;10;0;1;15000000000;2909952;1726139126812716847
7;1000000;10;0;1;15000000000;2919893;1726139126822716006
8;1000000;10;0;1;15000000000;2900041;1726139126832692220
9;1000000;10;0;1;15000000000;2913050;1726139126842719982
10;1000000;10;0;1;15000000000;2896888;1726139126852716217
11;1000000;10;0;1;15000000000;2909583;1726139126862718581
12;1000000;10;0;1;15000000000;2893383;1726139126872720273
13;1000000;10;0;1;15000000000;3035066;1726139126882682580
14;1000000;10;0;1;15000000000;2993112;1726139126892716313
15;1000000;10;0;1;15000000000;2894283;1726139126902726262
16;1000000;10;0;1;15000000000;2844277;1726139126912740108
17;1000000;10;0;1;15000000000;2883461;1726139126922728489
18;1000000;10;0;1;15000000000;2805190;1726139126932750170
19;1000000;10;0;1;15000000000;2829916;1726139126942728141
20;1000000;10;0;1;15000000000;2790913;1726139126952740975
21;1000000;10;0;1;15000000000;2797956;1726139126962731235
22;1000000;10;0;1;15000000000;2780847;1726139126972742809
23;1000000;10;0;1;15000000000;2798179;1726139126982730148
24;1000000;10;0;1;15000000000;2786125;1726139126992727394
25;1000000;10;0;1;15000000000;2799965;1726139127002730183
26;1000000;10;0;1;15000000000;2786014;1726139127012730506
27;1000000;10;0;1;15000000000;2794004;1726139127022730211
28;1000000;10;0;1;15000000000;2812563;1726139127032731953
29;1000000;10;0;1;15000000000;2834831;1726139127042728888
30;1000000;10;0;1;15000000000;2815763;1726139127052729533
31;1000000;10;0;1;15000000000;2830282;1726139127062731650
32;1000000;10;0;1;15000000000;2788281;1726139127072741889
33;1000000;10;0;1;15000000000;2800325;1726139127082735567
34;1000000;10;0;1;15000000000;2785934;1726139127092731338
35;1000000;10;0;1;15000000000;2799934;1726139127102730823
36;1000000;10;0;1;15000000000;2783507;1726139127112734909
37;1000000;10;0;1;15000000000;2821985;1726139127122731669
38;1000000;10;0;1;15000000000;2811290;1726139127132743947
39;1000000;10;0;1;15000000000;2798004;1726139127142733994
40;1000000;10;0;1;15000000000;2791340;1726139127152730112
41;1000000;10;0;1;15000000000;2845793;1726139127162733564
42;1000000;10;0;1;15000000000;2794422;1726139127172731691
43;1000000;10;0;1;15000000000;2826259;1726139127182733850
44;1000000;10;0;1;15000000000;2822018;1726139127192733360
45;1000000;10;0;1;15000000000;2800547;1726139127202735471
46;1000000;10;0;1;15000000000;2788406;1726139127212733562
47;1000000;10;0;1;15000000000;2828861;1726139127222732980
48;1000000;10;0;1;15000000000;2817574;1726139127232745428
49;1000000;10;0;1;15000000000;2800652;1726139127242733850
