Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;5;2000000000;3689197;1726140058661658368
1;1000000;10;0;5;2000000000;3633789;1726140058671623053
2;1000000;10;0;5;2000000000;3593746;1726140058681651441
3;1000000;10;0;5;2000000000;3637574;1726140058691647396
4;1000000;10;0;5;2000000000;3387577;1726140058701636745
5;1000000;10;0;5;2000000000;3482513;1726140058711570329
6;1000000;10;0;5;2000000000;3424280;1726140058721567429
7;1000000;10;0;5;2000000000;3508277;1726140058731561343
8;1000000;10;0;5;2000000000;3541685;1726140058741604623
9;1000000;10;0;5;2000000000;3639545;1726140058751633758
10;1000000;10;0;5;2000000000;3649097;1726140058761885985
11;1000000;10;0;5;2000000000;3623310;1726140058771628931
12;1000000;10;0;5;2000000000;3626673;1726140058781630388
13;1000000;10;0;5;2000000000;3908363;1726140058791633627
14;1000000;10;0;5;2000000000;3622906;1726140058801620936
15;1000000;10;0;5;2000000000;3573539;1726140058811639712
16;1000000;10;0;5;2000000000;3341817;1726140058821591222
17;1000000;10;0;5;2000000000;3478021;1726140058831582333
18;1000000;10;0;5;2000000000;3657432;1726140058841586230
19;1000000;10;0;5;2000000000;3702421;1726140058851595034
20;1000000;10;0;5;2000000000;3745449;1726140058861656754
21;1000000;10;0;5;2000000000;3753634;1726140058871671501
22;1000000;10;0;5;2000000000;3872757;1726140058881686054
23;1000000;10;0;5;2000000000;3868819;1726140058891704166
24;1000000;10;0;5;2000000000;4088425;1726140058901692212
25;1000000;10;0;5;2000000000;4127580;1726140058911760300
26;1000000;10;0;5;2000000000;4094195;1726140058921721584
27;1000000;10;0;5;2000000000;4108180;1726140058931750219
28;1000000;10;0;5;2000000000;4031104;1726140058941725549
29;1000000;10;0;5;2000000000;4056876;1726140058951751330
30;1000000;10;0;5;2000000000;4056818;1726140058961723958
31;1000000;10;0;5;2000000000;4073421;1726140058971759803
32;1000000;10;0;5;2000000000;4037256;1726140058981724059
33;1000000;10;0;5;2000000000;4071789;1726140058991746392
34;1000000;10;0;5;2000000000;4267139;1726140059001761744
35;1000000;10;0;5;2000000000;4240234;1726140059011740283
36;1000000;10;0;5;2000000000;4267992;1726140059021759137
37;1000000;10;0;5;2000000000;4240922;1726140059031807343
38;1000000;10;0;5;2000000000;4240908;1726140059041728640
39;1000000;10;0;5;2000000000;4269730;1726140059051808785
40;1000000;10;0;5;2000000000;4253687;1726140059061755168
41;1000000;10;0;5;2000000000;4250461;1726140059071982052
42;1000000;10;0;5;2000000000;4405936;1726140059081747320
43;1000000;10;0;5;2000000000;4497350;1726140059091770382
44;1000000;10;0;5;2000000000;4789202;1726140059101747760
45;1000000;10;0;5;2000000000;4156634;1726140059111735518
46;1000000;10;0;5;2000000000;4170355;1726140059121727652
47;1000000;10;0;5;2000000000;4865573;1726140059131797749
48;1000000;10;0;5;2000000000;4391521;1726140059141743253
49;1000000;10;0;5;2000000000;4437944;1726140059151806989
