Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;350000;10;0;6;5000000000;1781895;1726096896306451278
1;350000;10;0;6;5000000000;2044310;1726096896316417784
2;350000;10;0;6;5000000000;1907107;1726096896326479018
3;350000;10;0;6;5000000000;1585503;1726096896336265562
4;350000;10;0;6;5000000000;1394954;1726096896346286511
5;350000;10;0;6;5000000000;2204292;1726096896356549000
6;350000;10;0;6;5000000000;1657946;1726096896366364812
7;350000;10;0;6;5000000000;1729908;1726096896376407714
8;350000;10;0;6;5000000000;1965185;1726096896386422930
9;350000;10;0;6;5000000000;1561983;1726096896396304916
10;350000;10;0;6;5000000000;1384417;1726096896406357577
11;350000;10;0;6;5000000000;1771206;1726096896416475390
12;350000;10;0;6;5000000000;1407090;1726096896426405515
13;350000;10;0;6;5000000000;1615495;1726096896436479778
14;350000;10;0;6;5000000000;1898822;1726096896446441414
15;350000;10;0;6;5000000000;1753869;1726096896456486476
16;350000;10;0;6;5000000000;1883584;1726096896466500712
17;350000;10;0;6;5000000000;2083162;1726096896476480386
18;350000;10;0;6;5000000000;1756974;1726096896486475314
19;350000;10;0;6;5000000000;1899481;1726096896496448716
20;350000;10;0;6;5000000000;1884697;1726096896506356945
21;350000;10;0;6;5000000000;1611692;1726096896516400327
22;350000;10;0;6;5000000000;1353427;1726096896526319750
23;350000;10;0;6;5000000000;1368342;1726096896536336236
24;350000;10;0;6;5000000000;1963073;1726096896546465884
25;350000;10;0;6;5000000000;1429808;1726096896556301263
26;350000;10;0;6;5000000000;1323517;1726096896566286951
27;350000;10;0;6;5000000000;1758368;1726096896576416889
28;350000;10;0;6;5000000000;1518002;1726096896586315305
29;350000;10;0;6;5000000000;1396014;1726096896596305029
30;350000;10;0;6;5000000000;1685102;1726096896606589844
31;350000;10;0;6;5000000000;1450106;1726096896616312298
32;350000;10;0;6;5000000000;1489621;1726096896626306143
33;350000;10;0;6;5000000000;1911092;1726096896636403052
34;350000;10;0;6;5000000000;1555992;1726096896646310227
35;350000;10;0;6;5000000000;1390405;1726096896656298373
36;350000;10;0;6;5000000000;1894808;1726096896666382172
37;350000;10;0;6;5000000000;1486652;1726096896676306286
38;350000;10;0;6;5000000000;1426195;1726096896686302331
39;350000;10;0;6;5000000000;1711096;1726096896696346144
40;350000;10;0;6;5000000000;1632993;1726096896706402098
41;350000;10;0;6;5000000000;1482182;1726096896716316821
42;350000;10;0;6;5000000000;1484424;1726096896726308970
43;350000;10;0;6;5000000000;1522530;1726096896736374976
44;350000;10;0;6;5000000000;1356533;1726096896746295450
45;350000;10;0;6;5000000000;1464977;1726096896756319010
46;350000;10;0;6;5000000000;1737498;1726096896766416201
47;350000;10;0;6;5000000000;1473502;1726096896776309822
48;350000;10;0;6;5000000000;1465194;1726096896786287993
49;350000;10;0;6;5000000000;1964729;1726096896796463430
