Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;400;10;0;2;13000000000;372418381;1726114821773098254
1;400;10;0;2;13000000000;288343;1726114822145389813
2;400;10;0;2;13000000000;77022;1726114822153141924
3;400;10;0;2;13000000000;77800;1726114822163139070
4;400;10;0;2;13000000000;76779;1726114822173139038
5;400;10;0;2;13000000000;77658;1726114822183141210
6;400;10;0;2;13000000000;76825;1726114822193138532
7;400;10;0;2;13000000000;77595;1726114822203141681
8;400;10;0;2;13000000000;76845;1726114822213140560
9;400;10;0;2;13000000000;77193;1726114822223140978
10;400;10;0;2;13000000000;76106;1726114822233152820
11;400;10;0;2;13000000000;77551;1726114822243144733
12;400;10;0;2;13000000000;76783;1726114822253142512
13;400;10;0;2;13000000000;77435;1726114822263142387
14;400;10;0;2;13000000000;76905;1726114822273142074
15;400;10;0;2;13000000000;77850;1726114822283139884
16;400;10;0;2;13000000000;76565;1726114822293143476
17;400;10;0;2;13000000000;78147;1726114822303139487
18;400;10;0;2;13000000000;76551;1726114822313140815
19;400;10;0;2;13000000000;79764;1726114822323100069
20;400;10;0;2;13000000000;81096;1726114822333129128
21;400;10;0;2;13000000000;86153;1726114822343073788
22;400;10;0;2;13000000000;79300;1726114822353137199
23;400;10;0;2;13000000000;79905;1726114822363136490
24;400;10;0;2;13000000000;78604;1726114822373138320
25;400;10;0;2;13000000000;79582;1726114822383135333
26;400;10;0;2;13000000000;74525;1726114822421367117
27;400;10;0;2;13000000000;78484;1726114822423140123
28;400;10;0;2;13000000000;79588;1726114822433139042
29;400;10;0;2;13000000000;78889;1726114822443136995
30;400;10;0;2;13000000000;79313;1726114822453140379
31;400;10;0;2;13000000000;78578;1726114822463138689
32;400;10;0;2;13000000000;79623;1726114822473138204
33;400;10;0;2;13000000000;78520;1726114822483135207
34;400;10;0;2;13000000000;80089;1726114822493139185
35;400;10;0;2;13000000000;78563;1726114822503138006
36;400;10;0;2;13000000000;79500;1726114822513139084
37;400;10;0;2;13000000000;76658;1726114822523146532
38;400;10;0;2;13000000000;77317;1726114822533146893
39;400;10;0;2;13000000000;76655;1726114822543146025
40;400;10;0;2;13000000000;77452;1726114822553150013
41;400;10;0;2;13000000000;76556;1726114822563148524
42;400;10;0;2;13000000000;77592;1726114822573147787
43;400;10;0;2;13000000000;76260;1726114822583147361
44;400;10;0;2;13000000000;77384;1726114822593147708
45;400;10;0;2;13000000000;76550;1726114822603148876
46;400;10;0;2;13000000000;77319;1726114822613151768
47;400;10;0;2;13000000000;76605;1726114822623148466
48;400;10;0;2;13000000000;77445;1726114822633149075
49;400;10;0;2;13000000000;76691;1726114822643149650
