Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;650000;10;0;6;8000000000;44305700;1726135265373360701
1;650000;10;0;6;8000000000;4136938;1726135265415502516
2;650000;10;0;6;8000000000;2216397;1726135265423407404
3;650000;10;0;6;8000000000;2123368;1726135265433447789
4;650000;10;0;6;8000000000;2049448;1726135265443383715
5;650000;10;0;6;8000000000;1900633;1726135265453383047
6;650000;10;0;6;8000000000;1927563;1726135265463382870
7;650000;10;0;6;8000000000;1883319;1726135265473386019
8;650000;10;0;6;8000000000;1895786;1726135265483383659
9;650000;10;0;6;8000000000;1878140;1726135265493383569
10;650000;10;0;6;8000000000;1895328;1726135265503383966
11;650000;10;0;6;8000000000;1876038;1726135265513384661
12;650000;10;0;6;8000000000;1890535;1726135265523383901
13;650000;10;0;6;8000000000;1840345;1726135265533392067
14;650000;10;0;6;8000000000;1862368;1726135265543392579
15;650000;10;0;6;8000000000;1861187;1726135265553392663
16;650000;10;0;6;8000000000;1889680;1726135265563393784
17;650000;10;0;6;8000000000;1853462;1726135265573391486
18;650000;10;0;6;8000000000;1954749;1726135265583390938
19;650000;10;0;6;8000000000;1860768;1726135265593393742
20;650000;10;0;6;8000000000;1886191;1726135265603394890
21;650000;10;0;6;8000000000;1933927;1726135265613352969
22;650000;10;0;6;8000000000;1937941;1726135265623394817
23;650000;10;0;6;8000000000;1897121;1726135265633387697
24;650000;10;0;6;8000000000;1926244;1726135265643388242
25;650000;10;0;6;8000000000;1907099;1726135265653387858
26;650000;10;0;6;8000000000;1910328;1726135265663392409
27;650000;10;0;6;8000000000;1893038;1726135265673386830
28;650000;10;0;6;8000000000;1903387;1726135265683389459
29;650000;10;0;6;8000000000;1883196;1726135265693386881
30;650000;10;0;6;8000000000;1902649;1726135265703387568
31;650000;10;0;6;8000000000;1880646;1726135265713390387
32;650000;10;0;6;8000000000;1894933;1726135265723388084
33;650000;10;0;6;8000000000;1896425;1726135265733347804
34;650000;10;0;6;8000000000;1921992;1726135265743385013
35;650000;10;0;6;8000000000;1905965;1726135265753388749
36;650000;10;0;6;8000000000;1935032;1726135265763390012
37;650000;10;0;6;8000000000;1892343;1726135265773389553
38;650000;10;0;6;8000000000;1901574;1726135265783388479
39;650000;10;0;6;8000000000;1882904;1726135265793385804
40;650000;10;0;6;8000000000;1897282;1726135265803386167
41;650000;10;0;6;8000000000;1882758;1726135265813390684
42;650000;10;0;6;8000000000;1891846;1726135265823387063
43;650000;10;0;6;8000000000;1882186;1726135265833389336
44;650000;10;0;6;8000000000;1892214;1726135265843392073
45;650000;10;0;6;8000000000;1879628;1726135265853391477
46;650000;10;0;6;8000000000;1894053;1726135265863391916
47;650000;10;0;6;8000000000;1878764;1726135265873386837
48;650000;10;0;6;8000000000;1892414;1726135265883392672
49;650000;10;0;6;8000000000;1881557;1726135265893390650
