Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;50000;10;0;6;10000000000;22164420;1726126578578661366
1;50000;10;0;6;10000000000;544168;1726126578600554576
2;50000;10;0;6;10000000000;312782;1726126578608667643
3;50000;10;0;6;10000000000;298076;1726126578618706669
4;50000;10;0;6;10000000000;201703;1726126578628637566
5;50000;10;0;6;10000000000;197893;1726126578638636818
6;50000;10;0;6;10000000000;196813;1726126578648637749
7;50000;10;0;6;10000000000;197107;1726126578658641442
8;50000;10;0;6;10000000000;196587;1726126578668638298
9;50000;10;0;6;10000000000;196930;1726126578678636133
10;50000;10;0;6;10000000000;196721;1726126578688637309
11;50000;10;0;6;10000000000;196849;1726126578698637668
12;50000;10;0;6;10000000000;197090;1726126578708638918
13;50000;10;0;6;10000000000;196667;1726126578718639933
14;50000;10;0;6;10000000000;197505;1726126578728639163
15;50000;10;0;6;10000000000;197331;1726126578738568197
16;50000;10;0;6;10000000000;196804;1726126578748635149
17;50000;10;0;6;10000000000;192592;1726126578758645553
18;50000;10;0;6;10000000000;192333;1726126578768646891
19;50000;10;0;6;10000000000;192476;1726126578778645849
20;50000;10;0;6;10000000000;192356;1726126578788647735
21;50000;10;0;6;10000000000;210763;1726126578798582599
22;50000;10;0;6;10000000000;192762;1726126578808620038
23;50000;10;0;6;10000000000;192270;1726126578818647924
24;50000;10;0;6;10000000000;193188;1726126578828646799
25;50000;10;0;6;10000000000;192381;1726126578838648401
26;50000;10;0;6;10000000000;191103;1726126578848648757
27;50000;10;0;6;10000000000;196680;1726126578858640788
28;50000;10;0;6;10000000000;197022;1726126578868641603
29;50000;10;0;6;10000000000;197954;1726126578878645787
30;50000;10;0;6;10000000000;197345;1726126578888641048
31;50000;10;0;6;10000000000;197765;1726126578898641536
32;50000;10;0;6;10000000000;196718;1726126578908643817
33;50000;10;0;6;10000000000;197556;1726126578918642347
34;50000;10;0;6;10000000000;197551;1726126578928645613
35;50000;10;0;6;10000000000;196560;1726126578938643150
36;50000;10;0;6;10000000000;197037;1726126578948642896
37;50000;10;0;6;10000000000;197099;1726126578958647415
38;50000;10;0;6;10000000000;197060;1726126578968644034
39;50000;10;0;6;10000000000;197156;1726126578978643408
40;50000;10;0;6;10000000000;196672;1726126578988645113
41;50000;10;0;6;10000000000;191416;1726126579018234100
42;50000;10;0;6;10000000000;185351;1726126579018504459
43;50000;10;0;6;10000000000;196766;1726126579028641527
44;50000;10;0;6;10000000000;196666;1726126579038644274
45;50000;10;0;6;10000000000;197479;1726126579048645156
46;50000;10;0;6;10000000000;192492;1726126579058652069
47;50000;10;0;6;10000000000;192358;1726126579068653444
48;50000;10;0;6;10000000000;192576;1726126579078653644
49;50000;10;0;6;10000000000;192424;1726126579088654019
