Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;750000;10;0;6;4000000000;3602181;1726099806308394945
1;750000;10;0;6;4000000000;3435755;1726099806318408848
2;750000;10;0;6;4000000000;3285333;1726099806328311980
3;750000;10;0;6;4000000000;3278636;1726099806338263591
4;750000;10;0;6;4000000000;3529873;1726099806348325256
5;750000;10;0;6;4000000000;3647515;1726099806358400215
6;750000;10;0;6;4000000000;3480151;1726099806368404068
7;750000;10;0;6;4000000000;3391913;1726099806378346910
8;750000;10;0;6;4000000000;3639905;1726099806388407680
9;750000;10;0;6;4000000000;3481223;1726099806398392379
10;750000;10;0;6;4000000000;3502202;1726099806408332470
11;750000;10;0;6;4000000000;3290252;1726099806418396966
12;750000;10;0;6;4000000000;3599433;1726099806428372129
13;750000;10;0;6;4000000000;3608197;1726099806438330126
14;750000;10;0;6;4000000000;3404985;1726099806448356975
15;750000;10;0;6;4000000000;3364357;1726099806458240863
16;750000;10;0;6;4000000000;3443229;1726099806468242226
17;750000;10;0;6;4000000000;3594744;1726099806478368247
18;750000;10;0;6;4000000000;3171661;1726099806488235920
19;750000;10;0;6;4000000000;3421383;1726099806498236877
20;750000;10;0;6;4000000000;3555045;1726099806508291571
21;750000;10;0;6;4000000000;3221469;1726099806518250969
22;750000;10;0;6;4000000000;3483729;1726099806528267263
23;750000;10;0;6;4000000000;3418282;1726099806538294506
24;750000;10;0;6;4000000000;3465018;1726099806548301165
25;750000;10;0;6;4000000000;3527486;1726099806558239263
26;750000;10;0;6;4000000000;3244192;1726099806568254302
27;750000;10;0;6;4000000000;3008183;1726099806578361831
28;750000;10;0;6;4000000000;2764130;1726099806588234367
29;750000;10;0;6;4000000000;3221289;1726099806598264177
30;750000;10;0;6;4000000000;2893335;1726099806608307013
31;750000;10;0;6;4000000000;2949769;1726099806618246501
32;750000;10;0;6;4000000000;2775775;1726099806628232925
33;750000;10;0;6;4000000000;2940471;1726099806638326542
34;750000;10;0;6;4000000000;3211502;1726099806648247682
35;750000;10;0;6;4000000000;3301386;1726099806658243536
36;750000;10;0;6;4000000000;3449633;1726099806668384332
37;750000;10;0;6;4000000000;3487368;1726099806678245001
38;750000;10;0;6;4000000000;3469115;1726099806688240922
39;750000;10;0;6;4000000000;3396660;1726099806698360367
40;750000;10;0;6;4000000000;3407903;1726099806708233820
41;750000;10;0;6;4000000000;3488099;1726099806718243365
42;750000;10;0;6;4000000000;3366704;1726099806728385709
43;750000;10;0;6;4000000000;3152961;1726099806738235102
44;750000;10;0;6;4000000000;3449940;1726099806748241160
45;750000;10;0;6;4000000000;3848835;1726099806758378329
46;750000;10;0;6;4000000000;3547330;1726099806768249775
47;750000;10;0;6;4000000000;3432030;1726099806778234286
48;750000;10;0;6;4000000000;3507542;1726099806788311698
49;750000;10;0;6;4000000000;3537617;1726099806798268959
