Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;850000;10;0;3;5000000000;3533936;1726137846439511525
1;850000;10;0;3;5000000000;3502932;1726137846449600436
2;850000;10;0;3;5000000000;3326562;1726137846459456871
3;850000;10;0;3;5000000000;3513180;1726137846469573502
4;850000;10;0;3;5000000000;3550766;1726137846479593183
5;850000;10;0;3;5000000000;3557187;1726137846489546069
6;850000;10;0;3;5000000000;3507913;1726137846499573487
7;850000;10;0;3;5000000000;3427935;1726137846509639388
8;850000;10;0;3;5000000000;3455253;1726137846519585514
9;850000;10;0;3;5000000000;3198985;1726137846529446404
10;850000;10;0;3;5000000000;3132353;1726137846539398487
11;850000;10;0;3;5000000000;3087083;1726137846549393917
12;850000;10;0;3;5000000000;3068196;1726137846559397182
13;850000;10;0;3;5000000000;3353721;1726137846569394252
14;850000;10;0;3;5000000000;3044607;1726137846579400076
15;850000;10;0;3;5000000000;3088212;1726137846589400780
16;850000;10;0;3;5000000000;3201992;1726137846599404620
17;850000;10;0;3;5000000000;3165990;1726137846609405765
18;850000;10;0;3;5000000000;3138629;1726137846619404351
19;850000;10;0;3;5000000000;3292576;1726137846629374218
20;850000;10;0;3;5000000000;3248550;1726137846639423669
21;850000;10;0;3;5000000000;3183900;1726137846649412020
22;850000;10;0;3;5000000000;3155686;1726137846659403669
23;850000;10;0;3;5000000000;3169743;1726137846669406212
24;850000;10;0;3;5000000000;3136983;1726137846679403989
25;850000;10;0;3;5000000000;3147525;1726137846689402888
26;850000;10;0;3;5000000000;3139914;1726137846699406351
27;850000;10;0;3;5000000000;3137241;1726137846709407793
28;850000;10;0;3;5000000000;3129131;1726137846719407303
29;850000;10;0;3;5000000000;3128314;1726137846729406177
30;850000;10;0;3;5000000000;3114225;1726137846739405753
31;850000;10;0;3;5000000000;3124646;1726137846749407008
32;850000;10;0;3;5000000000;3118871;1726137846759404583
33;850000;10;0;3;5000000000;3128013;1726137846769404337
34;850000;10;0;3;5000000000;3109232;1726137846779406085
35;850000;10;0;3;5000000000;3106380;1726137846789405912
36;850000;10;0;3;5000000000;3116244;1726137846799406045
37;850000;10;0;3;5000000000;3103623;1726137846809405797
38;850000;10;0;3;5000000000;3156614;1726137846819408357
39;850000;10;0;3;5000000000;3098595;1726137846829410080
40;850000;10;0;3;5000000000;3098617;1726137846839407763
41;850000;10;0;3;5000000000;3150088;1726137846849408250
42;850000;10;0;3;5000000000;3094480;1726137846859408811
43;850000;10;0;3;5000000000;3099503;1726137846869406994
44;850000;10;0;3;5000000000;3017590;1726137846879406396
45;850000;10;0;3;5000000000;2952496;1726137846889407230
46;850000;10;0;3;5000000000;2953090;1726137846899407927
47;850000;10;0;3;5000000000;2938592;1726137846909405722
48;850000;10;0;3;5000000000;2948693;1726137846919410049
49;850000;10;0;3;5000000000;2942300;1726137846929407528
