Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;50000;10;0;3;8000000000;22227157;1726125577189368100
1;50000;10;0;3;8000000000;635682;1726125577211316127
2;50000;10;0;3;8000000000;315657;1726125577219427461
3;50000;10;0;3;8000000000;231957;1726125577229374747
4;50000;10;0;3;8000000000;197848;1726125577239392993
5;50000;10;0;3;8000000000;197260;1726125577249398488
6;50000;10;0;3;8000000000;198082;1726125577259397598
7;50000;10;0;3;8000000000;196750;1726125577269395076
8;50000;10;0;3;8000000000;198397;1726125577279397974
9;50000;10;0;3;8000000000;196962;1726125577289394691
10;50000;10;0;3;8000000000;198558;1726125577299396228
11;50000;10;0;3;8000000000;196929;1726125577309397067
12;50000;10;0;3;8000000000;198263;1726125577319395569
13;50000;10;0;3;8000000000;196909;1726125577329394518
14;50000;10;0;3;8000000000;194792;1726125577339404249
15;50000;10;0;3;8000000000;192587;1726125577349404178
16;50000;10;0;3;8000000000;193608;1726125577359406612
17;50000;10;0;3;8000000000;192234;1726125577369405106
18;50000;10;0;3;8000000000;194721;1726125577379404351
19;50000;10;0;3;8000000000;206068;1726125577389350628
20;50000;10;0;3;8000000000;194329;1726125577399404674
21;50000;10;0;3;8000000000;192421;1726125577409405713
22;50000;10;0;3;8000000000;211556;1726125577419411471
23;50000;10;0;3;8000000000;194005;1726125577429403475
24;50000;10;0;3;8000000000;199745;1726125577439401185
25;50000;10;0;3;8000000000;197336;1726125577449397886
26;50000;10;0;3;8000000000;198636;1726125577459394697
27;50000;10;0;3;8000000000;198197;1726125577469399184
28;50000;10;0;3;8000000000;198430;1726125577479398220
29;50000;10;0;3;8000000000;196861;1726125577489398469
30;50000;10;0;3;8000000000;199331;1726125577499403460
31;50000;10;0;3;8000000000;198646;1726125577509398616
32;50000;10;0;3;8000000000;198682;1726125577519359317
33;50000;10;0;3;8000000000;197482;1726125577529399158
34;50000;10;0;3;8000000000;198212;1726125577539399859
35;50000;10;0;3;8000000000;196333;1726125577549401457
36;50000;10;0;3;8000000000;198907;1726125577559403030
37;50000;10;0;3;8000000000;197333;1726125577569408969
38;50000;10;0;3;8000000000;198219;1726125577579402545
39;50000;10;0;3;8000000000;197151;1726125577589399863
40;50000;10;0;3;8000000000;198550;1726125577599396829
41;50000;10;0;3;8000000000;197006;1726125577609405149
42;50000;10;0;3;8000000000;198011;1726125577619405320
43;50000;10;0;3;8000000000;196772;1726125577629402928
44;50000;10;0;3;8000000000;193494;1726125577639412706
45;50000;10;0;3;8000000000;192466;1726125577649411346
46;50000;10;0;3;8000000000;193551;1726125577659409656
47;50000;10;0;3;8000000000;192109;1726125577669408993
48;50000;10;0;3;8000000000;193433;1726125577679408940
49;50000;10;0;3;8000000000;192402;1726125577689410029
