Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;350000;10;0;6;13000000000;45890404;1726097046320130070
1;350000;10;0;6;13000000000;2419878;1726097046364703522
2;350000;10;0;6;13000000000;1087450;1726097046370053061
3;350000;10;0;6;13000000000;1126597;1726097046380114098
4;350000;10;0;6;13000000000;992684;1726097046390056849
5;350000;10;0;6;13000000000;1039495;1726097046400000101
6;350000;10;0;6;13000000000;974178;1726097046410017236
7;350000;10;0;6;13000000000;952053;1726097046420095856
8;350000;10;0;6;13000000000;1058501;1726097046430029386
9;350000;10;0;6;13000000000;966570;1726097046440022741
10;350000;10;0;6;13000000000;941637;1726097046450022819
11;350000;10;0;6;13000000000;1050878;1726097046459999771
12;350000;10;0;6;13000000000;956238;1726097046469996972
13;350000;10;0;6;13000000000;938105;1726097046480042745
14;350000;10;0;6;13000000000;1063881;1726097046490047861
15;350000;10;0;6;13000000000;967713;1726097046500046780
16;350000;10;0;6;13000000000;913290;1726097046510016742
17;350000;10;0;6;13000000000;1047898;1726097046520081324
18;350000;10;0;6;13000000000;962561;1726097046530010674
19;350000;10;0;6;13000000000;909421;1726097046540050721
20;350000;10;0;6;13000000000;1132761;1726097046550138615
21;350000;10;0;6;13000000000;1038041;1726097046560050229
22;350000;10;0;6;13000000000;963131;1726097046569996891
23;350000;10;0;6;13000000000;1049935;1726097046580067085
24;350000;10;0;6;13000000000;1060241;1726097046590030310
25;350000;10;0;6;13000000000;967901;1726097046600027723
26;350000;10;0;6;13000000000;1021181;1726097046610023828
27;350000;10;0;6;13000000000;1051504;1726097046620052236
28;350000;10;0;6;13000000000;998246;1726097046629994199
29;350000;10;0;6;13000000000;927942;1726097046640050317
30;350000;10;0;6;13000000000;1134308;1726097046650017995
31;350000;10;0;6;13000000000;1003147;1726097046660024134
32;350000;10;0;6;13000000000;915800;1726097046669995643
33;350000;10;0;6;13000000000;1026743;1726097046680050697
34;350000;10;0;6;13000000000;948831;1726097046690057131
35;350000;10;0;6;13000000000;915277;1726097046700091067
36;350000;10;0;6;13000000000;1095160;1726097046710028900
37;350000;10;0;6;13000000000;960996;1726097046719958684
38;350000;10;0;6;13000000000;925065;1726097046730004763
39;350000;10;0;6;13000000000;999373;1726097046740066965
40;350000;10;0;6;13000000000;944431;1726097046750035121
41;350000;10;0;6;13000000000;932896;1726097046760048691
42;350000;10;0;6;13000000000;1043143;1726097046770035257
43;350000;10;0;6;13000000000;951683;1726097046780049634
44;350000;10;0;6;13000000000;915738;1726097046790042071
45;350000;10;0;6;13000000000;1038965;1726097046800077529
46;350000;10;0;6;13000000000;945991;1726097046809968474
47;350000;10;0;6;13000000000;922975;1726097046820082879
48;350000;10;0;6;13000000000;1040326;1726097046830047914
49;350000;10;0;6;13000000000;944916;1726097046840022957
