Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;3;2000000000;3341979;1726139465147095605
1;1000000;10;0;3;2000000000;3405023;1726139465157088917
2;1000000;10;0;3;2000000000;3388345;1726139465167117299
3;1000000;10;0;3;2000000000;3270967;1726139465177078103
4;1000000;10;0;3;2000000000;3120010;1726139465187017808
5;1000000;10;0;3;2000000000;3087667;1726139465197017239
6;1000000;10;0;3;2000000000;3109324;1726139465207019776
7;1000000;10;0;3;2000000000;3114881;1726139465217013029
8;1000000;10;0;3;2000000000;3102694;1726139465227018309
9;1000000;10;0;3;2000000000;3108542;1726139465237012814
10;1000000;10;0;3;2000000000;3107968;1726139465247005450
11;1000000;10;0;3;2000000000;3108064;1726139465257016500
12;1000000;10;0;3;2000000000;3100336;1726139465267016875
13;1000000;10;0;3;2000000000;3160610;1726139465276994489
14;1000000;10;0;3;2000000000;3150035;1726139465287016870
15;1000000;10;0;3;2000000000;3120845;1726139465297009905
16;1000000;10;0;3;2000000000;3108844;1726139465307015127
17;1000000;10;0;3;2000000000;3076989;1726139465317024831
18;1000000;10;0;3;2000000000;3077407;1726139465327018628
19;1000000;10;0;3;2000000000;3089647;1726139465337021899
20;1000000;10;0;3;2000000000;3071312;1726139465347020586
21;1000000;10;0;3;2000000000;3053479;1726139465357021666
22;1000000;10;0;3;2000000000;3028516;1726139465367020866
23;1000000;10;0;3;2000000000;3047590;1726139465377023663
24;1000000;10;0;3;2000000000;3031465;1726139465387021883
25;1000000;10;0;3;2000000000;3044958;1726139465397020912
26;1000000;10;0;3;2000000000;3082267;1726139465407023556
27;1000000;10;0;3;2000000000;3076774;1726139465417019970
28;1000000;10;0;3;2000000000;3064176;1726139465427023972
29;1000000;10;0;3;2000000000;3072061;1726139465437038099
30;1000000;10;0;3;2000000000;3085522;1726139465447026632
31;1000000;10;0;3;2000000000;3059702;1726139465457021981
32;1000000;10;0;3;2000000000;3080317;1726139465467022192
33;1000000;10;0;3;2000000000;3076023;1726139465477037963
34;1000000;10;0;3;2000000000;3080388;1726139465487034646
35;1000000;10;0;3;2000000000;3067352;1726139465497024192
36;1000000;10;0;3;2000000000;3055927;1726139465507023095
37;1000000;10;0;3;2000000000;3029146;1726139465517024037
38;1000000;10;0;3;2000000000;3023540;1726139465527036070
39;1000000;10;0;3;2000000000;3034702;1726139465537040089
40;1000000;10;0;3;2000000000;3024798;1726139465547027677
41;1000000;10;0;3;2000000000;2994760;1726139465557024601
42;1000000;10;0;3;2000000000;3018036;1726139465567038049
43;1000000;10;0;3;2000000000;2989497;1726139465577027264
44;1000000;10;0;3;2000000000;3034739;1726139465587039192
45;1000000;10;0;3;2000000000;2994709;1726139465597024379
46;1000000;10;0;3;2000000000;2983690;1726139465607039251
47;1000000;10;0;3;2000000000;3016748;1726139465617029879
48;1000000;10;0;3;2000000000;2979199;1726139465627028652
49;1000000;10;0;3;2000000000;2904265;1726139465637024550
