Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;200;10;0;6;10000000000;22316255;1726114248385358086
1;200;10;0;6;10000000000;353616;1726114248407526275
2;200;10;0;6;10000000000;182914;1726114248415361941
3;200;10;0;6;10000000000;166446;1726114248425393910
4;200;10;0;6;10000000000;79727;1726114248435329752
5;200;10;0;6;10000000000;78389;1726114248445328866
6;200;10;0;6;10000000000;79300;1726114248455329097
7;200;10;0;6;10000000000;77964;1726114248465327732
8;200;10;0;6;10000000000;79662;1726114248475329492
9;200;10;0;6;10000000000;78170;1726114248485329164
10;200;10;0;6;10000000000;79172;1726114248495330345
11;200;10;0;6;10000000000;78121;1726114248505330639
12;200;10;0;6;10000000000;77278;1726114248515337730
13;200;10;0;6;10000000000;76683;1726114248525338044
14;200;10;0;6;10000000000;77920;1726114248535337554
15;200;10;0;6;10000000000;78635;1726114248545258632
16;200;10;0;6;10000000000;77579;1726114248555338992
17;200;10;0;6;10000000000;76303;1726114248565337005
18;200;10;0;6;10000000000;77199;1726114248575336257
19;200;10;0;6;10000000000;76391;1726114248585337579
20;200;10;0;6;10000000000;77142;1726114248595338681
21;200;10;0;6;10000000000;82178;1726114248605295879
22;200;10;0;6;10000000000;85666;1726114248615350958
23;200;10;0;6;10000000000;89562;1726114248625278019
24;200;10;0;6;10000000000;77524;1726114248635339490
25;200;10;0;6;10000000000;76419;1726114248645340738
26;200;10;0;6;10000000000;77564;1726114248655339936
27;200;10;0;6;10000000000;76803;1726114248665339181
28;200;10;0;6;10000000000;77458;1726114248675340138
29;200;10;0;6;10000000000;77596;1726114248685339260
30;200;10;0;6;10000000000;77321;1726114248695340643
31;200;10;0;6;10000000000;76477;1726114248705341597
32;200;10;0;6;10000000000;80183;1726114248715332215
33;200;10;0;6;10000000000;78325;1726114248725335328
34;200;10;0;6;10000000000;79118;1726114248735335121
35;200;10;0;6;10000000000;78367;1726114248745335325
36;200;10;0;6;10000000000;79317;1726114248755336730
37;200;10;0;6;10000000000;78266;1726114248765335580
38;200;10;0;6;10000000000;79197;1726114248775334987
39;200;10;0;6;10000000000;77915;1726114248785333311
40;200;10;0;6;10000000000;79358;1726114248795336731
41;200;10;0;6;10000000000;77903;1726114248805338464
42;200;10;0;6;10000000000;77388;1726114248815346739
43;200;10;0;6;10000000000;76176;1726114248825343055
44;200;10;0;6;10000000000;77460;1726114248835344074
45;200;10;0;6;10000000000;76336;1726114248845347402
46;200;10;0;6;10000000000;77132;1726114248855345645
47;200;10;0;6;10000000000;76286;1726114248865356729
48;200;10;0;6;10000000000;77411;1726114248875345442
49;200;10;0;6;10000000000;76058;1726114248885345623
