Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10000;10;0;6;10000000000;22363580;1726124789100575710
1;10000;10;0;6;10000000000;51259165;1726124789122766630
2;10000;10;0;6;10000000000;241953;1726124789173917868
3;10000;10;0;6;10000000000;103653;1726124789180548561
4;10000;10;0;6;10000000000;102158;1726124789190546494
5;10000;10;0;6;10000000000;103298;1726124789200554346
6;10000;10;0;6;10000000000;102469;1726124789210552564
7;10000;10;0;6;10000000000;103402;1726124789220553774
8;10000;10;0;6;10000000000;101835;1726124789230554080
9;10000;10;0;6;10000000000;103477;1726124789240558329
10;10000;10;0;6;10000000000;102347;1726124789250555906
11;10000;10;0;6;10000000000;103501;1726124789260535098
12;10000;10;0;6;10000000000;102313;1726124789270554699
13;10000;10;0;6;10000000000;103603;1726124789280531188
14;10000;10;0;6;10000000000;102000;1726124789290556065
15;10000;10;0;6;10000000000;103543;1726124789300532516
16;10000;10;0;6;10000000000;101973;1726124789310555442
17;10000;10;0;6;10000000000;100392;1726124789320539927
18;10000;10;0;6;10000000000;100184;1726124789330562427
19;10000;10;0;6;10000000000;100644;1726124789340563659
20;10000;10;0;6;10000000000;102097;1726124789350507469
21;10000;10;0;6;10000000000;103380;1726124789360566504
22;10000;10;0;6;10000000000;108935;1726124789370557565
23;10000;10;0;6;10000000000;100764;1726124789380564067
24;10000;10;0;6;10000000000;99435;1726124789390564071
25;10000;10;0;6;10000000000;100299;1726124789400563782
26;10000;10;0;6;10000000000;99928;1726124789410564155
27;10000;10;0;6;10000000000;103279;1726124789420535263
28;10000;10;0;6;10000000000;101945;1726124789430556680
29;10000;10;0;6;10000000000;103077;1726124789440557691
30;10000;10;0;6;10000000000;101919;1726124789450556870
31;10000;10;0;6;10000000000;102948;1726124789460564633
32;10000;10;0;6;10000000000;102227;1726124789470516132
33;10000;10;0;6;10000000000;103091;1726124789480559343
34;10000;10;0;6;10000000000;102214;1726124789490559984
35;10000;10;0;6;10000000000;103335;1726124789500553059
36;10000;10;0;6;10000000000;101709;1726124789510560764
37;10000;10;0;6;10000000000;100472;1726124789520567127
38;10000;10;0;6;10000000000;99276;1726124789530568306
39;10000;10;0;6;10000000000;100967;1726124789540567525
40;10000;10;0;6;10000000000;99266;1726124789550567724
41;10000;10;0;6;10000000000;101106;1726124789560580343
42;10000;10;0;6;10000000000;99330;1726124789570569694
43;10000;10;0;6;10000000000;100198;1726124789580569433
44;10000;10;0;6;10000000000;99433;1726124789590568667
45;10000;10;0;6;10000000000;100760;1726124789600571301
46;10000;10;0;6;10000000000;99300;1726124789610569039
47;10000;10;0;6;10000000000;100581;1726124789620570582
48;10000;10;0;6;10000000000;99548;1726124789630571015
49;10000;10;0;6;10000000000;100848;1726124789640570195
