Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;100;10;0;2;2000000000;235942;1726111116067796697
1;100;10;0;2;2000000000;242971;1726111116077769694
2;100;10;0;2;2000000000;274793;1726111116087815677
3;100;10;0;2;2000000000;252430;1726111116097780196
4;100;10;0;2;2000000000;225708;1726111116107722066
5;100;10;0;2;2000000000;89739;1726111116117655148
6;100;10;0;2;2000000000;85748;1726111116127649411
7;100;10;0;2;2000000000;82990;1726111116137649024
8;100;10;0;2;2000000000;86791;1726111116147650707
9;100;10;0;2;2000000000;85934;1726111116157651461
10;100;10;0;2;2000000000;84197;1726111116167650577
11;100;10;0;2;2000000000;87777;1726111116177925731
12;100;10;0;2;2000000000;83247;1726111116187650865
13;100;10;0;2;2000000000;82894;1726111116197649793
14;100;10;0;2;2000000000;104503;1726111116207608303
15;100;10;0;2;2000000000;93325;1726111116217598108
16;100;10;0;2;2000000000;89889;1726111116227626477
17;100;10;0;2;2000000000;84618;1726111116237650028
18;100;10;0;2;2000000000;86097;1726111116247625578
19;100;10;0;2;2000000000;84956;1726111116257650481
20;100;10;0;2;2000000000;84233;1726111116267651045
21;100;10;0;2;2000000000;84248;1726111116277651412
22;100;10;0;2;2000000000;84417;1726111116287624395
23;100;10;0;2;2000000000;83503;1726111116297653761
24;100;10;0;2;2000000000;82531;1726111116307622970
25;100;10;0;2;2000000000;141336;1726111116317698065
26;100;10;0;2;2000000000;170902;1726111116327710162
27;100;10;0;2;2000000000;160973;1726111116337706668
28;100;10;0;2;2000000000;218140;1726111116347712019
29;100;10;0;2;2000000000;160736;1726111116357708970
30;100;10;0;2;2000000000;175261;1726111116367709564
31;100;10;0;2;2000000000;162237;1726111116377711981
32;100;10;0;2;2000000000;166978;1726111116387713003
33;100;10;0;2;2000000000;170046;1726111116397711912
34;100;10;0;2;2000000000;218005;1726111116407713599
35;100;10;0;2;2000000000;161610;1726111116417708605
36;100;10;0;2;2000000000;174168;1726111116427708876
37;100;10;0;2;2000000000;163386;1726111116437712473
38;100;10;0;2;2000000000;200964;1726111116447726818
39;100;10;0;2;2000000000;187901;1726111116457736503
40;100;10;0;2;2000000000;211328;1726111116467751361
41;100;10;0;2;2000000000;193774;1726111116477743754
42;100;10;0;2;2000000000;210300;1726111116487736420
43;100;10;0;2;2000000000;190718;1726111116497748840
44;100;10;0;2;2000000000;210181;1726111116507754784
45;100;10;0;2;2000000000;190681;1726111116517718302
46;100;10;0;2;2000000000;216780;1726111116527753649
47;100;10;0;2;2000000000;193162;1726111116537743934
48;100;10;0;2;2000000000;209988;1726111116547752510
49;100;10;0;2;2000000000;192924;1726111116557747941
