Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10000;10;0;5;3000000000;339740;1726124318987218822
1;10000;10;0;5;3000000000;311857;1726124318996660484
2;10000;10;0;5;3000000000;296069;1726124319006660803
3;10000;10;0;5;3000000000;426616;1726124319016716756
4;10000;10;0;5;3000000000;357421;1726124319026695067
5;10000;10;0;5;3000000000;414427;1726124319036709400
6;10000;10;0;5;3000000000;399440;1726124319046727229
7;10000;10;0;5;3000000000;328784;1726124319056648668
8;10000;10;0;5;3000000000;312750;1726124319066641911
9;10000;10;0;5;3000000000;315123;1726124319076633011
10;10000;10;0;5;3000000000;305820;1726124319086640919
11;10000;10;0;5;3000000000;309026;1726124319096630267
12;10000;10;0;5;3000000000;317641;1726124319106644038
13;10000;10;0;5;3000000000;294154;1726124319116630676
14;10000;10;0;5;3000000000;206201;1726124319126578913
15;10000;10;0;5;3000000000;279230;1726124319136619779
16;10000;10;0;5;3000000000;285472;1726124319146622615
17;10000;10;0;5;3000000000;275821;1726124319156617915
18;10000;10;0;5;3000000000;255156;1726124319166611530
19;10000;10;0;5;3000000000;247316;1726124319176603004
20;10000;10;0;5;3000000000;295746;1726124319186627874
21;10000;10;0;5;3000000000;292497;1726124319196621823
22;10000;10;0;5;3000000000;288100;1726124319206634732
23;10000;10;0;5;3000000000;287610;1726124319216654294
24;10000;10;0;5;3000000000;286917;1726124319226654797
25;10000;10;0;5;3000000000;308287;1726124319236629755
26;10000;10;0;5;3000000000;279022;1726124319246674868
27;10000;10;0;5;3000000000;284090;1726124319256668765
28;10000;10;0;5;3000000000;240529;1726124319266629243
29;10000;10;0;5;3000000000;209840;1726124319276624495
30;10000;10;0;5;3000000000;220673;1726124319286632596
31;10000;10;0;5;3000000000;207451;1726124319296607959
32;10000;10;0;5;3000000000;205817;1726124319306625266
33;10000;10;0;5;3000000000;213074;1726124319316579993
34;10000;10;0;5;3000000000;195712;1726124319326576322
35;10000;10;0;5;3000000000;195669;1726124319336584743
36;10000;10;0;5;3000000000;221301;1726124319346602962
37;10000;10;0;5;3000000000;189485;1726124319356587120
38;10000;10;0;5;3000000000;210490;1726124319366623060
39;10000;10;0;5;3000000000;196832;1726124319376616968
40;10000;10;0;5;3000000000;197341;1726124319386625044
41;10000;10;0;5;3000000000;200240;1726124319396833267
42;10000;10;0;5;3000000000;184797;1726124319406615175
43;10000;10;0;5;3000000000;186952;1726124319416614313
44;10000;10;0;5;3000000000;172691;1726124319426614560
45;10000;10;0;5;3000000000;188180;1726124319436608806
46;10000;10;0;5;3000000000;209023;1726124319446633324
47;10000;10;0;5;3000000000;213228;1726124319456642892
48;10000;10;0;5;3000000000;213857;1726124319466640966
49;10000;10;0;5;3000000000;219614;1726124319476650839
