Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;850000;10;0;5;4000000000;19959427;1726101086155392666
1;850000;10;0;5;4000000000;3406200;1726101086176001683
2;850000;10;0;5;4000000000;3306635;1726101086181122999
3;850000;10;0;5;4000000000;10632519;1726101086200199782
4;850000;10;0;5;4000000000;39941417;1726101086207692375
5;850000;10;0;5;4000000000;56432798;1726101086218048041
6;850000;10;0;5;4000000000;30624475;1726101086248381706
7;850000;10;0;5;4000000000;15369631;1726101086275142752
8;850000;10;0;5;4000000000;3560781;1726101086291009629
9;850000;10;0;5;4000000000;3536457;1726101086301128212
10;850000;10;0;5;4000000000;14092745;1726101086311120499
11;850000;10;0;5;4000000000;3374234;1726101086325751148
12;850000;10;0;5;4000000000;3241178;1726101086331115560
13;850000;10;0;5;4000000000;16749121;1726101086341130323
14;850000;10;0;5;4000000000;3538005;1726101086358497036
15;850000;10;0;5;4000000000;3421020;1726101086362197955
16;850000;10;0;5;4000000000;13884883;1726101086371120364
17;850000;10;0;5;4000000000;4629379;1726101086390777888
18;850000;10;0;5;4000000000;7025758;1726101086391631114
19;850000;10;0;5;4000000000;3740889;1726101086401121306
20;850000;10;0;5;4000000000;3994338;1726101086411262935
21;850000;10;0;5;4000000000;3603889;1726101086421095639
22;850000;10;0;5;4000000000;3527622;1726101086431091505
23;850000;10;0;5;4000000000;3911512;1726101086441161585
24;850000;10;0;5;4000000000;3579198;1726101086451138251
25;850000;10;0;5;4000000000;3920938;1726101086461129684
26;850000;10;0;5;4000000000;4303531;1726101086471136941
27;850000;10;0;5;4000000000;3588348;1726101086481145038
28;850000;10;0;5;4000000000;3896553;1726101086491126952
29;850000;10;0;5;4000000000;4098010;1726101086502082524
30;850000;10;0;5;4000000000;3962095;1726101086511158318
31;850000;10;0;5;4000000000;3920541;1726101086521143377
32;850000;10;0;5;4000000000;4140622;1726101086533144147
33;850000;10;0;5;4000000000;3922046;1726101086541152311
34;850000;10;0;5;4000000000;3906492;1726101086551129215
35;850000;10;0;5;4000000000;6900531;1726101086561129189
36;850000;10;0;5;4000000000;3637025;1726101086571106380
37;850000;10;0;5;4000000000;3781997;1726101086581090781
38;850000;10;0;5;4000000000;3961482;1726101086591125010
39;850000;10;0;5;4000000000;3698710;1726101086601201246
40;850000;10;0;5;4000000000;3614216;1726101086611100096
41;850000;10;0;5;4000000000;4045828;1726101086621131658
42;850000;10;0;5;4000000000;3743399;1726101086631203239
43;850000;10;0;5;4000000000;3554086;1726101086641094514
44;850000;10;0;5;4000000000;3565379;1726101086651090561
45;850000;10;0;5;4000000000;3757811;1726101086661249230
46;850000;10;0;5;4000000000;3563702;1726101086671093743
47;850000;10;0;5;4000000000;3769468;1726101086681090048
48;850000;10;0;5;4000000000;3707781;1726101086691261589
49;850000;10;0;5;4000000000;3517188;1726101086701093125
