Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;850000;10;0;2;10000000000;59828808;1726100382499364536
1;850000;10;0;2;10000000000;5479162;1726100382556431425
2;850000;10;0;2;10000000000;59815535;1726100382559368902
3;850000;10;0;2;10000000000;5034634;1726100382616643553
4;850000;10;0;2;10000000000;4734782;1726100382619273048
5;850000;10;0;2;10000000000;2482713;1726100382629321849
6;850000;10;0;2;10000000000;2714785;1726100382639312779
7;850000;10;0;2;10000000000;2727620;1726100382649283071
8;850000;10;0;2;10000000000;2668399;1726100382659262943
9;850000;10;0;2;10000000000;2633278;1726100382669302718
10;850000;10;0;2;10000000000;2606771;1726100382679217616
11;850000;10;0;2;10000000000;2618440;1726100382689211670
12;850000;10;0;2;10000000000;2561253;1726100382699258900
13;850000;10;0;2;10000000000;2770569;1726100382709265312
14;850000;10;0;2;10000000000;2619920;1726100382719211094
15;850000;10;0;2;10000000000;2595862;1726100382729292269
16;850000;10;0;2;10000000000;2533094;1726100382739290307
17;850000;10;0;2;10000000000;2765880;1726100382749186339
18;850000;10;0;2;10000000000;2585604;1726100382759257862
19;850000;10;0;2;10000000000;2626956;1726100382769324087
20;850000;10;0;2;10000000000;2614226;1726100382779226645
21;850000;10;0;2;10000000000;2606384;1726100382789226486
22;850000;10;0;2;10000000000;2539145;1726100382799329749
23;850000;10;0;2;10000000000;2687877;1726100382809244158
24;850000;10;0;2;10000000000;2589720;1726100382819239962
25;850000;10;0;2;10000000000;2537275;1726100382829330237
26;850000;10;0;2;10000000000;2884121;1726100382839332141
27;850000;10;0;2;10000000000;2694250;1726100382849261988
28;850000;10;0;2;10000000000;2690676;1726100382859265279
29;850000;10;0;2;10000000000;2610369;1726100382869197841
30;850000;10;0;2;10000000000;2519654;1726100382879251190
31;850000;10;0;2;10000000000;2502609;1726100382889281929
32;850000;10;0;2;10000000000;2659781;1726100382899297744
33;850000;10;0;2;10000000000;2609667;1726100382909288327
34;850000;10;0;2;10000000000;2592852;1726100382919329518
35;850000;10;0;2;10000000000;2670112;1726100382929296437
36;850000;10;0;2;10000000000;2644102;1726100382939287614
37;850000;10;0;2;10000000000;2521579;1726100382949285465
38;850000;10;0;2;10000000000;2662226;1726100382959295012
39;850000;10;0;2;10000000000;2621912;1726100382969285834
40;850000;10;0;2;10000000000;2516345;1726100382979285570
41;850000;10;0;2;10000000000;2686623;1726100382989297106
42;850000;10;0;2;10000000000;2576852;1726100382999214116
43;850000;10;0;2;10000000000;2553079;1726100383009257425
44;850000;10;0;2;10000000000;2566520;1726100383019285654
45;850000;10;0;2;10000000000;2595164;1726100383029267677
46;850000;10;0;2;10000000000;2544758;1726100383039286183
47;850000;10;0;2;10000000000;2651399;1726100383049294041
48;850000;10;0;2;10000000000;2557632;1726100383059294528
49;850000;10;0;2;10000000000;2574193;1726100383069262032
