Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;250000;10;0;5;8000000000;21161888;1726129699110568442
1;250000;10;0;5;8000000000;1731743;1726129699130886119
2;250000;10;0;5;8000000000;872793;1726129699140622984
3;250000;10;0;5;8000000000;829544;1726129699150672572
4;250000;10;0;5;8000000000;705673;1726129699160592905
5;250000;10;0;5;8000000000;673230;1726129699170618422
6;250000;10;0;5;8000000000;673771;1726129699180621872
7;250000;10;0;5;8000000000;670552;1726129699190614009
8;250000;10;0;5;8000000000;675624;1726129699200619006
9;250000;10;0;5;8000000000;670179;1726129699210617060
10;250000;10;0;5;8000000000;675818;1726129699220621438
11;250000;10;0;5;8000000000;670677;1726129699230618837
12;250000;10;0;5;8000000000;672053;1726129699240619654
13;250000;10;0;5;8000000000;671020;1726129699250622199
14;250000;10;0;5;8000000000;679237;1726129699260622015
15;250000;10;0;5;8000000000;676114;1726129699270620731
16;250000;10;0;5;8000000000;671878;1726129699280620864
17;250000;10;0;5;8000000000;689432;1726129699290595638
18;250000;10;0;5;8000000000;676588;1726129699300582278
19;250000;10;0;5;8000000000;669700;1726129699310620823
20;250000;10;0;5;8000000000;661360;1726129699320632567
21;250000;10;0;5;8000000000;692007;1726129699330643966
22;250000;10;0;5;8000000000;668523;1726129699340627958
23;250000;10;0;5;8000000000;661158;1726129699350629446
24;250000;10;0;5;8000000000;663743;1726129699360627943
25;250000;10;0;5;8000000000;675269;1726129699370573745
26;250000;10;0;5;8000000000;662794;1726129699380629823
27;250000;10;0;5;8000000000;654951;1726129699390631597
28;250000;10;0;5;8000000000;677221;1726129699400587187
29;250000;10;0;5;8000000000;665286;1726129699410629533
30;250000;10;0;5;8000000000;679166;1726129699420624213
31;250000;10;0;5;8000000000;672815;1726129699430621690
32;250000;10;0;5;8000000000;677384;1726129699440624529
33;250000;10;0;5;8000000000;675089;1726129699450623085
34;250000;10;0;5;8000000000;677745;1726129699460623065
35;250000;10;0;5;8000000000;676009;1726129699470624433
36;250000;10;0;5;8000000000;677432;1726129699480624402
37;250000;10;0;5;8000000000;673419;1726129699490626595
38;250000;10;0;5;8000000000;672247;1726129699500625591
39;250000;10;0;5;8000000000;669867;1726129699510624470
40;250000;10;0;5;8000000000;655835;1726129699520632890
41;250000;10;0;5;8000000000;656261;1726129699530632597
42;250000;10;0;5;8000000000;655723;1726129699540632976
43;250000;10;0;5;8000000000;655202;1726129699550634426
44;250000;10;0;5;8000000000;661018;1726129699560637546
45;250000;10;0;5;8000000000;658450;1726129699570635627
46;250000;10;0;5;8000000000;659950;1726129699580635938
47;250000;10;0;5;8000000000;658057;1726129699590632943
48;250000;10;0;5;8000000000;657098;1726129699600634671
49;250000;10;0;5;8000000000;654380;1726129699610634261
