Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;5000;10;0;5;8000000000;22308918;1726122681475895440
1;5000;10;0;5;8000000000;337405;1726122681498037239
2;5000;10;0;5;8000000000;200471;1726122681505969447
3;5000;10;0;5;8000000000;180753;1726122681515997616
4;5000;10;0;5;8000000000;93578;1726122681525936986
5;5000;10;0;5;8000000000;91030;1726122681535910759
6;5000;10;0;5;8000000000;92468;1726122681545933664
7;5000;10;0;5;8000000000;91135;1726122681555934984
8;5000;10;0;5;8000000000;92518;1726122681565931268
9;5000;10;0;5;8000000000;91284;1726122681575913158
10;5000;10;0;5;8000000000;92205;1726122681585934586
11;5000;10;0;5;8000000000;91889;1726122681595936177
12;5000;10;0;5;8000000000;92176;1726122681605930915
13;5000;10;0;5;8000000000;91040;1726122681615936295
14;5000;10;0;5;8000000000;92400;1726122681625935851
15;5000;10;0;5;8000000000;91622;1726122681635870433
16;5000;10;0;5;8000000000;92537;1726122681645937345
17;5000;10;0;5;8000000000;90277;1726122681655935849
18;5000;10;0;5;8000000000;91721;1726122681665938164
19;5000;10;0;5;8000000000;87952;1726122681675949066
20;5000;10;0;5;8000000000;90224;1726122681685945740
21;5000;10;0;5;8000000000;96970;1726122681695879570
22;5000;10;0;5;8000000000;90893;1726122681705944102
23;5000;10;0;5;8000000000;88200;1726122681715905873
24;5000;10;0;5;8000000000;90353;1726122681725945312
25;5000;10;0;5;8000000000;87714;1726122681735942202
26;5000;10;0;5;8000000000;90391;1726122681745947583
27;5000;10;0;5;8000000000;87561;1726122681755948173
28;5000;10;0;5;8000000000;92826;1726122681765902271
29;5000;10;0;5;8000000000;90380;1726122681775921361
30;5000;10;0;5;8000000000;93028;1726122681785938260
31;5000;10;0;5;8000000000;90284;1726122681795942549
32;5000;10;0;5;8000000000;92314;1726122681805940145
33;5000;10;0;5;8000000000;89110;1726122681815941983
34;5000;10;0;5;8000000000;92231;1726122681825943193
35;5000;10;0;5;8000000000;89949;1726122681835939381
36;5000;10;0;5;8000000000;92580;1726122681845942069
37;5000;10;0;5;8000000000;90173;1726122681855940178
38;5000;10;0;5;8000000000;92651;1726122681865940870
39;5000;10;0;5;8000000000;87906;1726122681875947295
40;5000;10;0;5;8000000000;90356;1726122681885949189
41;5000;10;0;5;8000000000;87992;1726122681895948370
42;5000;10;0;5;8000000000;90221;1726122681905950895
43;5000;10;0;5;8000000000;87744;1726122681915948154
44;5000;10;0;5;8000000000;90084;1726122681925951604
45;5000;10;0;5;8000000000;87624;1726122681935949468
46;5000;10;0;5;8000000000;90609;1726122681945949155
47;5000;10;0;5;8000000000;87554;1726122681955949038
48;5000;10;0;5;8000000000;90102;1726122681965950995
49;5000;10;0;5;8000000000;87850;1726122681975949687
