Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;200;10;0;3;15000000000;39103164;1726113412065120165
1;200;10;0;3;15000000000;306515;1726113412104072300
2;200;10;0;3;15000000000;82380;1726113412105125172
3;200;10;0;3;15000000000;192443;1726113412115202953
4;200;10;0;3;15000000000;141187;1726113412125198484
5;200;10;0;3;15000000000;80553;1726113412135155119
6;200;10;0;3;15000000000;78109;1726113412145156349
7;200;10;0;3;15000000000;78437;1726113412155156799
8;200;10;0;3;15000000000;78185;1726113412165160233
9;200;10;0;3;15000000000;78240;1726113412175153236
10;200;10;0;3;15000000000;78484;1726113412185158504
11;200;10;0;3;15000000000;78257;1726113412195155650
12;200;10;0;3;15000000000;77860;1726113412205157565
13;200;10;0;3;15000000000;78207;1726113412215155301
14;200;10;0;3;15000000000;78286;1726113412225156951
15;200;10;0;3;15000000000;78696;1726113412235158206
16;200;10;0;3;15000000000;78252;1726113412245161828
17;200;10;0;3;15000000000;77833;1726113412255159219
18;200;10;0;3;15000000000;78732;1726113412265160745
19;200;10;0;3;15000000000;78777;1726113412275152464
20;200;10;0;3;15000000000;78312;1726113412285130941
21;200;10;0;3;15000000000;76489;1726113412295168090
22;200;10;0;3;15000000000;85439;1726113412305165835
23;200;10;0;3;15000000000;76189;1726113412315164800
24;200;10;0;3;15000000000;77280;1726113412325165612
25;200;10;0;3;15000000000;76274;1726113412335166831
26;200;10;0;3;15000000000;75845;1726113412345167245
27;200;10;0;3;15000000000;76409;1726113412355166781
28;200;10;0;3;15000000000;76224;1726113412365167180
29;200;10;0;3;15000000000;78663;1726113412375178440
30;200;10;0;3;15000000000;76226;1726113412385169139
31;200;10;0;3;15000000000;78183;1726113412395160003
32;200;10;0;3;15000000000;78298;1726113412405162770
33;200;10;0;3;15000000000;78407;1726113412415160899
34;200;10;0;3;15000000000;78472;1726113412425166963
35;200;10;0;3;15000000000;78262;1726113412435160822
36;200;10;0;3;15000000000;78265;1726113412445162243
37;200;10;0;3;15000000000;78308;1726113412455157566
38;200;10;0;3;15000000000;78071;1726113412465162986
39;200;10;0;3;15000000000;78300;1726113412475162586
40;200;10;0;3;15000000000;78258;1726113412485166637
41;200;10;0;3;15000000000;70650;1726113412496734826
42;200;10;0;3;15000000000;76506;1726113412505171234
43;200;10;0;3;15000000000;76091;1726113412515171189
44;200;10;0;3;15000000000;76716;1726113412525170020
45;200;10;0;3;15000000000;76171;1726113412535171842
46;200;10;0;3;15000000000;76330;1726113412545172360
47;200;10;0;3;15000000000;75844;1726113412555175316
48;200;10;0;3;15000000000;76166;1726113412565172091
49;200;10;0;3;15000000000;75941;1726113412575173600
