Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;2;8000000000;17207575;1726139296382304442
1;1000000;10;0;2;8000000000;5815670;1726139296396553677
2;1000000;10;0;2;8000000000;2911326;1726139296402464240
3;1000000;10;0;2;8000000000;2965152;1726139296412320922
4;1000000;10;0;2;8000000000;3236437;1726139296422373591
5;1000000;10;0;2;8000000000;3274460;1726139296432386365
6;1000000;10;0;2;8000000000;3251999;1726139296442371630
7;1000000;10;0;2;8000000000;3053932;1726139296452319954
8;1000000;10;0;2;8000000000;2910197;1726139296462321531
9;1000000;10;0;2;8000000000;2874340;1726139296472325032
10;1000000;10;0;2;8000000000;2861811;1726139296482323529
11;1000000;10;0;2;8000000000;2839690;1726139296492324992
12;1000000;10;0;2;8000000000;2861097;1726139296502318417
13;1000000;10;0;2;8000000000;2839112;1726139296512323845
14;1000000;10;0;2;8000000000;2851477;1726139296522325540
15;1000000;10;0;2;8000000000;2845125;1726139296532324630
16;1000000;10;0;2;8000000000;2852815;1726139296542325798
17;1000000;10;0;2;8000000000;2839708;1726139296552325237
18;1000000;10;0;2;8000000000;2863917;1726139296562329359
19;1000000;10;0;2;8000000000;2868277;1726139296572326778
20;1000000;10;0;2;8000000000;2870323;1726139296582324035
21;1000000;10;0;2;8000000000;2859518;1726139296592252444
22;1000000;10;0;2;8000000000;2923031;1726139296602323013
23;1000000;10;0;2;8000000000;2810724;1726139296612330085
24;1000000;10;0;2;8000000000;2821965;1726139296622330895
25;1000000;10;0;2;8000000000;2808163;1726139296632333267
26;1000000;10;0;2;8000000000;2812422;1726139296642335026
27;1000000;10;0;2;8000000000;2883487;1726139296652333341
28;1000000;10;0;2;8000000000;2997773;1726139296662288254
29;1000000;10;0;2;8000000000;2912031;1726139296672334229
30;1000000;10;0;2;8000000000;2907370;1726139296682332560
31;1000000;10;0;2;8000000000;2830585;1726139296692346987
32;1000000;10;0;2;8000000000;2878269;1726139296702336934
33;1000000;10;0;2;8000000000;2871098;1726139296712285138
34;1000000;10;0;2;8000000000;2877282;1726139296722327688
35;1000000;10;0;2;8000000000;2866376;1726139296732344765
36;1000000;10;0;2;8000000000;2950878;1726139296742329862
37;1000000;10;0;2;8000000000;2888614;1726139296752327650
38;1000000;10;0;2;8000000000;2915818;1726139296762330234
39;1000000;10;0;2;8000000000;2876147;1726139296772323533
40;1000000;10;0;2;8000000000;2872695;1726139296782333017
41;1000000;10;0;2;8000000000;2853571;1726139296792329504
42;1000000;10;0;2;8000000000;2864850;1726139296802329222
43;1000000;10;0;2;8000000000;2846528;1726139296812336208
44;1000000;10;0;2;8000000000;2855438;1726139296822331221
45;1000000;10;0;2;8000000000;2847628;1726139296832329981
46;1000000;10;0;2;8000000000;2854250;1726139296842332894
47;1000000;10;0;2;8000000000;2851013;1726139296852332754
48;1000000;10;0;2;8000000000;2859992;1726139296862332852
49;1000000;10;0;2;8000000000;2847523;1726139296872331665
