Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10;10;0;4;2000000000;356278;1726110014748774436
1;10;10;0;4;2000000000;331055;1726110014758059889
2;10;10;0;4;2000000000;342462;1726110014768071238
3;10;10;0;4;2000000000;318494;1726110014778049147
4;10;10;0;4;2000000000;383435;1726110014788083950
5;10;10;0;4;2000000000;352725;1726110014798080322
6;10;10;0;4;2000000000;350625;1726110014808087178
7;10;10;0;4;2000000000;198831;1726110014817932562
8;10;10;0;4;2000000000;115876;1726110014827895743
9;10;10;0;4;2000000000;105511;1726110014837875250
10;10;10;0;4;2000000000;97415;1726110014847874303
11;10;10;0;4;2000000000;98866;1726110014857875773
12;10;10;0;4;2000000000;96846;1726110014867882866
13;10;10;0;4;2000000000;104072;1726110014877882721
14;10;10;0;4;2000000000;145822;1726110014887887587
15;10;10;0;4;2000000000;128522;1726110014897887067
16;10;10;0;4;2000000000;113231;1726110014907872537
17;10;10;0;4;2000000000;173927;1726110014917899777
18;10;10;0;4;2000000000;166193;1726110014927906212
19;10;10;0;4;2000000000;142030;1726110014937896981
20;10;10;0;4;2000000000;140827;1726110014947969209
21;10;10;0;4;2000000000;104983;1726110014957888521
22;10;10;0;4;2000000000;98777;1726110014967864601
23;10;10;0;4;2000000000;103886;1726110014977891867
24;10;10;0;4;2000000000;120815;1726110014987876988
25;10;10;0;4;2000000000;106036;1726110014997887407
26;10;10;0;4;2000000000;101025;1726110015007861803
27;10;10;0;4;2000000000;88261;1726110015017878733
28;10;10;0;4;2000000000;211175;1726110015027965192
29;10;10;0;4;2000000000;269803;1726110015038004985
30;10;10;0;4;2000000000;258106;1726110015047983603
31;10;10;0;4;2000000000;266010;1726110015058014395
32;10;10;0;4;2000000000;262417;1726110015068011464
33;10;10;0;4;2000000000;256467;1726110015077982883
34;10;10;0;4;2000000000;300546;1726110015088061068
35;10;10;0;4;2000000000;304935;1726110015098052736
36;10;10;0;4;2000000000;258937;1726110015107981137
37;10;10;0;4;2000000000;255939;1726110015118009044
38;10;10;0;4;2000000000;271381;1726110015128028696
39;10;10;0;4;2000000000;264581;1726110015138000609
40;10;10;0;4;2000000000;272677;1726110015148008462
41;10;10;0;4;2000000000;267335;1726110015158014809
42;10;10;0;4;2000000000;268273;1726110015167977532
43;10;10;0;4;2000000000;267958;1726110015178011053
44;10;10;0;4;2000000000;268958;1726110015188021027
45;10;10;0;4;2000000000;266196;1726110015198044808
46;10;10;0;4;2000000000;269171;1726110015208025020
47;10;10;0;4;2000000000;265651;1726110015218000642
48;10;10;0;4;2000000000;230906;1726110015227995203
49;10;10;0;4;2000000000;223254;1726110015237987114
