Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;10;10;0;1;4000000000;188900;1726109262772468581
1;10;10;0;1;4000000000;198486;1726109262782482715
2;10;10;0;1;4000000000;198344;1726109262792482767
3;10;10;0;1;4000000000;158371;1726109262802444480
4;10;10;0;1;4000000000;84160;1726109262812395315
5;10;10;0;1;4000000000;82714;1726109262822395497
6;10;10;0;1;4000000000;84313;1726109262832395188
7;10;10;0;1;4000000000;82461;1726109262842399088
8;10;10;0;1;4000000000;84043;1726109262852393632
9;10;10;0;1;4000000000;82623;1726109262862394261
10;10;10;0;1;4000000000;83633;1726109262872395762
11;10;10;0;1;4000000000;82517;1726109262882392751
12;10;10;0;1;4000000000;83854;1726109262892396433
13;10;10;0;1;4000000000;95836;1726109262902401959
14;10;10;0;1;4000000000;83319;1726109262912394110
15;10;10;0;1;4000000000;82222;1726109262922393367
16;10;10;0;1;4000000000;82083;1726109262932393878
17;10;10;0;1;4000000000;80537;1726109262942398427
18;10;10;0;1;4000000000;82254;1726109262952395630
19;10;10;0;1;4000000000;79998;1726109262962394962
20;10;10;0;1;4000000000;81240;1726109262972395024
21;10;10;0;1;4000000000;80523;1726109262982396118
22;10;10;0;1;4000000000;82633;1726109262992395550
23;10;10;0;1;4000000000;80512;1726109263002396580
24;10;10;0;1;4000000000;81900;1726109263012398321
25;10;10;0;1;4000000000;80388;1726109263022396046
26;10;10;0;1;4000000000;81435;1726109263032401075
27;10;10;0;1;4000000000;80418;1726109263042396892
28;10;10;0;1;4000000000;81777;1726109263052399499
29;10;10;0;1;4000000000;80981;1726109263062398812
30;10;10;0;1;4000000000;81841;1726109263072397283
31;10;10;0;1;4000000000;80356;1726109263082398580
32;10;10;0;1;4000000000;81868;1726109263092398759
33;10;10;0;1;4000000000;81304;1726109263102396644
34;10;10;0;1;4000000000;81198;1726109263112398962
35;10;10;0;1;4000000000;81131;1726109263122398145
36;10;10;0;1;4000000000;81529;1726109263132398378
37;10;10;0;1;4000000000;80163;1726109263142400943
38;10;10;0;1;4000000000;81683;1726109263152402108
39;10;10;0;1;4000000000;80713;1726109263162400712
40;10;10;0;1;4000000000;81575;1726109263172399607
41;10;10;0;1;4000000000;80629;1726109263182399705
42;10;10;0;1;4000000000;81109;1726109263192401391
43;10;10;0;1;4000000000;80659;1726109263202400937
44;10;10;0;1;4000000000;81413;1726109263212405079
45;10;10;0;1;4000000000;80560;1726109263222398703
46;10;10;0;1;4000000000;81590;1726109263232400929
47;10;10;0;1;4000000000;80572;1726109263242400816
48;10;10;0;1;4000000000;81754;1726109263252401705
49;10;10;0;1;4000000000;80390;1726109263262400777
