Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;200;10;0;3;3000000000;202080;1726113172601270789
1;200;10;0;3;3000000000;190931;1726113172611273541
2;200;10;0;3;3000000000;202034;1726113172621264248
3;200;10;0;3;3000000000;178270;1726113172631284009
4;200;10;0;3;3000000000;82578;1726113172641228648
5;200;10;0;3;3000000000;93598;1726113172651223407
6;200;10;0;3;3000000000;81615;1726113172661225014
7;200;10;0;3;3000000000;82083;1726113172671225192
8;200;10;0;3;3000000000;79375;1726113172681225535
9;200;10;0;3;3000000000;83393;1726113172691218422
10;200;10;0;3;3000000000;80824;1726113172701213513
11;200;10;0;3;3000000000;83648;1726113172711219925
12;200;10;0;3;3000000000;80091;1726113172721218867
13;200;10;0;3;3000000000;85323;1726113172731219002
14;200;10;0;3;3000000000;81573;1726113172741217676
15;200;10;0;3;3000000000;82655;1726113172751219410
16;200;10;0;3;3000000000;80226;1726113172761218726
17;200;10;0;3;3000000000;83375;1726113172771221358
18;200;10;0;3;3000000000;80806;1726113172781219501
19;200;10;0;3;3000000000;81017;1726113172791231072
20;200;10;0;3;3000000000;78219;1726113172801225510
21;200;10;0;3;3000000000;80298;1726113172811228461
22;200;10;0;3;3000000000;78495;1726113172821227592
23;200;10;0;3;3000000000;94213;1726113172831238772
24;200;10;0;3;3000000000;153582;1726113172841281349
25;200;10;0;3;3000000000;156291;1726113172851281744
26;200;10;0;3;3000000000;155633;1726113172861293587
27;200;10;0;3;3000000000;161456;1726113172871291243
28;200;10;0;3;3000000000;193024;1726113172881340619
29;200;10;0;3;3000000000;165467;1726113172891302376
30;200;10;0;3;3000000000;192137;1726113172901312329
31;200;10;0;3;3000000000;193317;1726113172911324677
32;200;10;0;3;3000000000;193830;1726113172921272950
33;200;10;0;3;3000000000;175113;1726113172931297124
34;200;10;0;3;3000000000;191724;1726113172941311456
35;200;10;0;3;3000000000;136313;1726113172951267747
36;200;10;0;3;3000000000;188815;1726113172961321223
37;200;10;0;3;3000000000;193950;1726113172971331883
38;200;10;0;3;3000000000;192472;1726113172981319484
39;200;10;0;3;3000000000;192061;1726113172991313564
40;200;10;0;3;3000000000;188480;1726113173001309983
41;200;10;0;3;3000000000;184025;1726113173011306800
42;200;10;0;3;3000000000;188498;1726113173021309852
43;200;10;0;3;3000000000;192490;1726113173031321203
44;200;10;0;3;3000000000;191592;1726113173041313821
45;200;10;0;3;3000000000;195464;1726113173051260743
46;200;10;0;3;3000000000;199207;1726113173061345711
47;200;10;0;3;3000000000;194671;1726113173071324949
48;200;10;0;3;3000000000;198491;1726113173081316506
49;200;10;0;3;3000000000;191994;1726113173091331530
