Sequence;Data_size;publish_interval;cpu;vm;vm_bytes;Latency(ns);publish_time(ns)
0;1000000;10;0;4;2000000000;3391406;1726139766729569666
1;1000000;10;0;4;2000000000;3442491;1726139766739572094
2;1000000;10;0;4;2000000000;3425015;1726139766749560082
3;1000000;10;0;4;2000000000;3437396;1726139766759573575
4;1000000;10;0;4;2000000000;3397504;1726139766769568306
5;1000000;10;0;4;2000000000;3449521;1726139766779588118
6;1000000;10;0;4;2000000000;3438835;1726139766789567475
7;1000000;10;0;4;2000000000;3442539;1726139766799590566
8;1000000;10;0;4;2000000000;3469093;1726139766809586272
9;1000000;10;0;4;2000000000;3455189;1726139766819587903
10;1000000;10;0;4;2000000000;3434230;1726139766829587600
11;1000000;10;0;4;2000000000;3459499;1726139766839604611
12;1000000;10;0;4;2000000000;3442519;1726139766849600949
13;1000000;10;0;4;2000000000;3501944;1726139766859605590
14;1000000;10;0;4;2000000000;3581957;1726139766869616825
15;1000000;10;0;4;2000000000;3561715;1726139766879629191
16;1000000;10;0;4;2000000000;3642943;1726139766889621938
17;1000000;10;0;4;2000000000;3569540;1726139766899610084
18;1000000;10;0;4;2000000000;3561000;1726139766909603342
19;1000000;10;0;4;2000000000;3606126;1726139766919614015
20;1000000;10;0;4;2000000000;3591450;1726139766929602213
21;1000000;10;0;4;2000000000;3611530;1726139766939614270
22;1000000;10;0;4;2000000000;3596172;1726139766949612194
23;1000000;10;0;4;2000000000;3606669;1726139766959621601
24;1000000;10;0;4;2000000000;3588836;1726139766969616132
25;1000000;10;0;4;2000000000;3601368;1726139766979619485
26;1000000;10;0;4;2000000000;3614754;1726139766989621026
27;1000000;10;0;4;2000000000;3604039;1726139766999613871
28;1000000;10;0;4;2000000000;3575757;1726139767009608591
29;1000000;10;0;4;2000000000;3549762;1726139767019619563
30;1000000;10;0;4;2000000000;3522926;1726139767029604567
31;1000000;10;0;4;2000000000;3530381;1726139767039603439
32;1000000;10;0;4;2000000000;3513113;1726139767049594429
33;1000000;10;0;4;2000000000;3525013;1726139767059597366
34;1000000;10;0;4;2000000000;3513377;1726139767069601555
35;1000000;10;0;4;2000000000;3467775;1726139767079578331
36;1000000;10;0;4;2000000000;3419873;1726139767089540901
37;1000000;10;0;4;2000000000;3423929;1726139767099542736
38;1000000;10;0;4;2000000000;3415956;1726139767109540458
39;1000000;10;0;4;2000000000;3588346;1726139767119616523
40;1000000;10;0;4;2000000000;3565735;1726139767129614065
41;1000000;10;0;4;2000000000;3547130;1726139767139856774
42;1000000;10;0;4;2000000000;3570698;1726139767149606123
43;1000000;10;0;4;2000000000;3584285;1726139767159613234
44;1000000;10;0;4;2000000000;3565289;1726139767169609651
45;1000000;10;0;4;2000000000;3564651;1726139767179614689
46;1000000;10;0;4;2000000000;3561915;1726139767189608767
47;1000000;10;0;4;2000000000;3564407;1726139767199642488
48;1000000;10;0;4;2000000000;3552091;1726139767209639265
49;1000000;10;0;4;2000000000;3541711;1726139767219637221
